trade_date,market_type,asset_class,option_product,underlying,commodity,exchange,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,underlying_price,call_wall,put_wall,call_oi_wall,put_oi_wall,max_gamma_strike,gex_flip,price_wall,net_gex,total_abs_gex,total_oi,total_volume,total_amount,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,adjusted_call_wall,adjusted_put_wall,adjusted_price_wall,adjusted_max_gamma_strike,adjusted_net_gex,adjusted_total_abs_gex,avg_liquidity_score,avg_pricing_quality_score,adjusted_call_wall_shift,adjusted_put_wall_shift,adjusted_price_wall_shift,adjusted_wall_available,adjusted_call_wall_distance,adjusted_put_wall_distance,adjusted_price_wall_distance,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,expiry_pressure,expiry_structure_state,days_to_near_expiry,roll_progress,roll_shift_score,roll_state,expiry_date_quality,zero_gamma,zero_gamma_status,zero_gamma_confidence,zero_gamma_reason,zero_gamma_total_contracts,zero_gamma_valid_contracts,zero_gamma_coverage,zero_gamma_bracket_low,zero_gamma_bracket_high,zero_gamma_residual_ratio,zero_gamma_method,futures_code,futures_price,futures_volume,futures_open_interest,futures_oi_change,futures_amount,futures_pct_change,volume_wall,amount_wall,call_oi_wall_distance,put_oi_wall_distance,volume_wall_distance,amount_wall_distance,call_oi_total,put_oi_total,oi_bias,oi_wall_width,oi_wall_width_ratio,nearest_wall_type,nearest_wall,nearest_wall_distance,commodity_price_state,prev_close,open_price,high_price,low_price,pct_change,amount,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value
2026-08-04,ETF,,,上证50ETF华夏,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,141.0,101.0,2.983,3.0,2.7,3.5,2.7,3.0,3.1,3.0,24351631.883989174,94668203.04937245,111941.0,35687.0,,59509917.46668082,35158285.58269165,1.6926285363577975,0.6286156866804001,0.3713843133196,0.005698960777740458,-0.09487093530003354,0.005698960777740458,Positive Gamma,3.0,2.7,3.0,3.0,15247620.81611818,52952535.05182735,0.5497830210219874,0.48654305842815165,0.0,0.0,0.0,True,0.005698960777740458,-0.09487093530003354,0.005698960777740458,deferred,0.04627416296194152,0.7130644270880112,0.23697807272122642,0.7130644270880112,0.23697807272122642,0.02313708148097076,low_expiry_influence,22.0,0.24943944378152566,-0.4760863543667848,front_month_dominant,rule_estimate,2.8191122527950303,available,medium,,24.0,21.0,0.875,2.8146975000000003,2.82582,1.6148183720826703e-15,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,2.99,2.999,3.0,2.975,-2.3e-05,1565599363.0,0.28778633299503803,0.11435706228237272,0.2572313733608002,0.2572313733608002,0.05660571702836303,0.006648403413767417,0.0004247480806927169,0.18798668941979524,0.1632,0.2173,116579691.0,67845161.0
2026-08-04,ETF,,,上证50ETF华夏,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,232.0,166.0,2.983,3.1,2.85,3.5,2.85,2.85,3.3,2.85,1279116.67512829,7535412.730514711,10156.0,1893.0,,4407264.7028215,3128148.0276932097,1.4089054174560751,0.5848736970934914,0.4151263029065084,0.03922225947033198,-0.04458598726114649,-0.04458598726114649,Positive Gamma,3.1,2.85,3.0,3.0,806537.5135724331,3857081.973884966,0.5266345107867408,0.35536546705086103,0.0,0.0,0.1499999999999999,True,0.03922225947033198,-0.04458598726114649,0.005698960777740458,far,0.0036833372288208647,0.7130644270880112,0.23697807272122642,0.7130644270880112,0.23697807272122642,0.0018416686144104323,low_expiry_influence,22.0,0.24943944378152566,-0.4760863543667848,front_month_dominant,rule_estimate,2.7777622694717454,available,medium,,20.0,19.0,0.95,2.7744674999999996,2.785173333333333,1.0156259602923325e-13,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,2.99,2.999,3.0,2.975,-2.3e-05,1565599363.0,0.2676386792144377,0.05986354353008951,0.16974739418698293,0.16974739418698293,0.0666247095683436,0.0031671752954204302,-0.002888735872212698,0.234644708994709,0.1607,0.2235,12563627.0,10779637.0
2026-08-04,ETF,,,上证50ETF华夏,,,8月,2026-08-26,202608,rule_fourth_wednesday,medium,22.0,16.0,2.983,3.0,3.0,3.1,3.0,3.0,3.0,3.0,374143593.418505,1458795225.0237744,846290.0,350864.0,,916469409.2211398,542325815.8026347,1.689887116778274,0.6282371874408924,0.37176281255910765,0.005698960777740458,0.005698960777740458,0.005698960777740458,Positive Gamma,3.0,3.0,3.0,3.0,277826220.9969196,885919370.3932865,0.516235134607498,0.35991745767311745,0.0,0.0,0.0,True,0.005698960777740458,0.005698960777740458,0.005698960777740458,near,0.7130644270880112,0.7130644270880112,0.23697807272122642,0.7130644270880112,0.23697807272122642,0.7130644270880112,front_month_concentrated,22.0,0.24943944378152566,-0.4760863543667848,front_month_dominant,rule_estimate,2.8997490943183624,available,medium,,22.0,20.0,0.9090909090909091,2.891976666666667,2.902890833333333,4.600464931476918e-16,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,2.99,2.999,3.0,2.975,-2.3e-05,1565599363.0,0.13428116840731072,0.09365522943259053,0.2564743748817847,0.2564743748817847,0.052390759280150974,0.04126889394635612,0.001161024474484996,0.16904827586206894,0.16510000000000002,0.18780000000000002,308956450.0,155123760.0
2026-08-04,ETF,,,上证50ETF华夏,,,9月,2026-09-23,202609,rule_fourth_wednesday,medium,50.0,36.0,2.983,3.1,3.0,3.6,2.65,3.0,3.2,3.0,83342298.77232975,484812406.549055,525102.0,88235.0,,284077352.66069233,200735053.88836262,1.4151855750051505,0.5859531415105163,0.4140468584894837,0.03922225947033198,0.005698960777740458,0.005698960777740458,Positive Gamma,3.1,3.0,3.0,3.0,25317160.609404143,212655943.07584795,0.4429047070465027,0.3334079537037046,0.0,0.0,0.0,True,0.03922225947033198,0.005698960777740458,0.005698960777740458,next,0.23697807272122642,0.7130644270880112,0.23697807272122642,0.7130644270880112,0.23697807272122642,0.11848903636061321,normal_expiry_structure,22.0,0.24943944378152566,-0.4760863543667848,front_month_dominant,rule_estimate,2.922701275468207,available,medium,,28.0,24.0,0.8571428571428571,2.916628333333333,2.9279591666666667,8.324441883952078e-15,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,2.99,2.999,3.0,2.975,-2.3e-05,1565599363.0,0.22016618137916313,0.0006434475911299318,0.17190628302103259,0.17190628302103259,0.046667167206657804,0.020390752984676082,-0.0015365204338442114,0.2034826589595376,0.16010000000000002,0.20489999999999997,281056464.0,124258040.0
2026-08-04,ETF,,,中证500ETF南方,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,141.0,101.0,7.601,7.5,7.122,9.823,6.876,7.613,8.0,7.5,46251223.05906565,180640693.368709,134509.0,92255.0,,113445958.2138873,67194735.15482168,1.6883161746601034,0.6280199444448029,0.371980055555197,-0.013287725299302666,-0.06301802394421785,-0.013287725299302666,Positive Gamma,7.613,6.876,7.5,7.613,13390650.925074628,66602140.57723215,0.398731544485461,0.3226479048009452,0.11300000000000043,-0.24599999999999955,0.0,True,0.001578739639521265,-0.09538218655440067,-0.013287725299302666,deferred,0.059771239192878724,0.6824144485222265,0.2486464107206736,0.6824144485222265,0.2486464107206736,0.029885619596439362,low_expiry_influence,22.0,0.2670570975595113,-0.43376803780155293,front_month_dominant,rule_estimate,6.7710788806045725,available,medium,,54.0,47.0,0.8703703703703703,6.74502,6.7733775000000005,2.7909232740829407e-16,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,7.42,7.47,7.665,7.464,0.00024400000000000002,5034603886.0,0.388457269700333,-0.011088313261980707,0.25603988888960605,0.25603988888960605,0.029194802228772552,0.0064151244214137836,-0.004287799406071329,0.2703,0.221,0.326,659239095.0,296575074.0
2026-08-04,ETF,,,中证500ETF南方,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,232.0,166.0,7.601,8.0,6.5,6.75,6.5,6.5,7.5,7.5,8438803.006606722,27707240.43302578,23506.0,7350.0,,18073021.719816253,9634218.713209528,1.8759198081144075,0.6522851585852637,0.3477148414147363,0.05249309301407701,-0.14484936192606235,-0.013287725299302666,Positive Gamma,7.5,6.5,7.5,7.5,3983451.973545017,12144320.499301812,0.4203444500584252,0.267375490532055,-0.5,0.0,0.0,True,-0.013287725299302666,-0.14484936192606235,-0.013287725299302666,far,0.009167901564221174,0.6824144485222265,0.2486464107206736,0.6824144485222265,0.2486464107206736,0.004583950782110587,low_expiry_influence,22.0,0.2670570975595113,-0.43376803780155293,front_month_dominant,rule_estimate,6.994545212880543,available,medium,,22.0,18.0,0.8181818181818182,6.980251666666667,7.0098111111111105,1.6384786622703112e-14,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,7.42,7.47,7.665,7.464,0.00024400000000000002,5034603886.0,0.3964007516835815,0.3433722288331608,0.30457031717052735,0.30457031717052735,0.03121556195772775,0.004041373104571361,0.004035973703828944,0.34888934850051706,0.19899999999999998,0.3373,154382324.0,68025642.0
2026-08-04,ETF,,,中证500ETF南方,,,8月,2026-08-26,202608,rule_fourth_wednesday,medium,22.0,16.0,7.601,7.5,7.5,7.5,7.5,7.5,8.25,7.5,215710755.15274993,2062393566.0441692,837073.0,1033088.0,,1139052160.5984597,923341405.4457098,1.2336197140954848,0.5522962151124483,0.4477037848875519,-0.013287725299302666,-0.013287725299302666,-0.013287725299302666,Positive Gamma,7.5,7.5,7.5,7.5,166853006.49327156,1565920126.2477622,0.5721501770375694,0.33147220250509934,0.0,0.0,0.0,True,-0.013287725299302666,-0.013287725299302666,-0.013287725299302666,near,0.6824144485222265,0.6824144485222265,0.2486464107206736,0.6824144485222265,0.2486464107206736,0.6824144485222265,front_month_concentrated,22.0,0.2670570975595113,-0.43376803780155293,front_month_dominant,rule_estimate,7.451939705288812,available,medium,,52.0,50.0,0.9615384615384616,7.423643333333333,7.453202777777777,2.6639747618462647e-16,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,7.42,7.47,7.665,7.464,0.00024400000000000002,5034603886.0,0.15310041406047648,-0.08554952153198851,0.10459243022489638,0.10459243022489638,0.025887185101403545,0.04065567713185295,-0.0013227511929952696,0.28347408637873756,0.2688,0.3122,1478150245.0,602486042.0
2026-08-04,ETF,,,中证500ETF南方,,,9月,2026-09-23,202609,rule_fourth_wednesday,medium,50.0,36.0,7.601,8.25,6.631,9.823,6.385,6.631,,7.5,-79153362.86590314,751459408.2830163,500342.0,122828.0,,336153022.7085566,415306385.57445973,0.809409713851578,0.44733357384748307,0.5526664261525169,0.08538350217076696,-0.12761478752795685,-0.013287725299302666,Negative Gamma,7.75,6.631,7.5,7.5,-14729958.278561674,368746328.25386524,0.49270758403142184,0.32298452311077236,-0.5,0.0,0.0,True,0.019602683857387282,-0.12761478752795685,-0.013287725299302666,next,0.2486464107206736,0.6824144485222265,0.2486464107206736,0.6824144485222265,0.2486464107206736,0.1243232053603368,normal_expiry_structure,22.0,0.2670570975595113,-0.43376803780155293,front_month_dominant,rule_estimate,7.7653551967103,available,medium,,58.0,52.0,0.896551724137931,7.748797222222223,7.778356666666667,6.150593327058429e-15,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,7.42,7.47,7.665,7.464,0.00024400000000000002,5034603886.0,0.22918124562631187,-0.22533740637625765,-0.10533285230503399,-0.10533285230503399,0.0354930354059807,0.021423904014874744,-0.004564101139761894,0.28580000000000005,0.25920000000000004,0.3247,916699449.0,458955613.0
2026-08-04,ETF,,,中证500ETF嘉实,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,141.0,101.0,3.089,3.0,2.9,4.1,2.9,3.0,3.3,3.0,3911477.88191602,29698677.589466203,63824.0,21158.0,,16805077.735691108,12893599.85377509,1.303365850210621,0.5658527281245574,0.43414727187544233,-0.028811913240530895,-0.06118484946584657,-0.028811913240530895,Positive Gamma,4.1,2.85,3.0,2.9,1240532.8266956755,8565581.987491056,0.3141271223693011,0.35707517315475934,1.0999999999999996,-0.04999999999999982,0.0,True,0.32729038523794096,-0.07737131757850435,-0.028811913240530895,deferred,0.12621636099116684,0.5214879948385621,0.3249655815987745,0.5214879948385621,0.3249655815987745,0.06310818049558342,normal_expiry_structure,22.0,0.38391424012469966,-0.19652241323978764,distributed_expiry,rule_estimate,,unavailable,unavailable,insufficient_valid_contracts,34.0,0.0,0.0,,,,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.01,3.022,3.109,3.022,0.000262,542265115.772,0.0,0.15446526270458122,0.13170545624911525,0.13170545624911525,0.05005229405072268,0.008776115941743582,-0.0015552458864212509,0.0001,0.0001,0.0001,85263045.0,62560591.0
2026-08-04,ETF,,,中证500ETF嘉实,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,232.0,166.0,3.089,3.1,3.1,3.1,3.1,3.1,3.0,3.1,546751.0236886902,6430756.76114301,15207.0,2031.0,,3488753.892415851,2942002.86872716,1.185843130712255,0.5425106285307167,0.45748937146928337,0.0035610229847846675,0.0035610229847846675,0.0035610229847846675,Positive Gamma,3.5,2.8,3.1,3.1,8764.522975885331,1852139.249699266,0.3051688556871027,0.38274731689507246,0.3999999999999999,-0.30000000000000027,0.0,True,0.13305276788604736,-0.09355778569116224,0.0035610229847846675,far,0.027330062571496533,0.5214879948385621,0.3249655815987745,0.5214879948385621,0.3249655815987745,0.013665031285748266,low_expiry_influence,22.0,0.38391424012469966,-0.19652241323978764,distributed_expiry,rule_estimate,,unavailable,unavailable,insufficient_valid_contracts,22.0,0.0,0.0,,,,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.01,3.022,3.109,3.022,0.000262,542265115.772,0.0,0.2695275574331798,0.0850212570614333,0.0850212570614333,0.04868922924102124,0.004259756035426056,0.0026278194305394188,9.999999999999999e-05,0.0001,0.0001,28751595.0,24729820.0
