trade_date,price_code,underlying,spot_name,underlying_price,prev_close,open_price,change,pct_change,turnover_rate,amount,market_value
2026-07-28,SH510050,上证50ETF华夏,上证50ETF华夏,3.022,3.054,3.025,-0.032,-0.0105,0.10039999999999999,2310629600.0,23025122000.0
2026-07-28,SH510300,沪深300ETF华泰柏瑞,沪深300ETF华泰柏瑞,4.627,4.753,4.69,-0.126,-0.0265,0.0684,7832309400.0,114016626000.0
2026-07-28,SZ159919,沪深300ETF嘉实,沪深300ETF嘉实,4.83,4.96,4.897,-0.13,-0.0262,0.0417,1270751510.0,30382230000.0
2026-07-28,SH510500,中证500ETF南方,中证500ETF南方,7.463,7.726,7.608,-0.263,-0.034,0.13019999999999998,6044394200.0,45797211000.0
2026-07-28,SZ159922,中证500ETF嘉实,中证500ETF嘉实,3.025,3.134,3.086,-0.109,-0.0348,0.09720000000000001,884369950.0,8989322200.0
2026-07-28,SZ159915,创业板ETF易方达,创业板ETF易方达,3.355,3.612,3.513,-0.257,-0.0712,0.22,12793024800.0,56945941000.0
2026-07-28,SZ159901,深证100ETF易方达,深证100ETF易方达,3.58,3.761,3.714,-0.181,-0.0481,0.154,539990630.0,3450529000.0
2026-07-28,SH588000,科创50ETF华夏,科创50ETF华夏,1.785,1.911,1.86,-0.126,-0.0659,0.13019999999999998,10958751200.0,82278983000.0
2026-07-28,SH588080,科创50ETF易方达,科创50ETF易方达,1.733,1.848,1.8,-0.115,-0.0622,0.056600000000000004,2292732700.0,39624400000.0
