trade_date,market_type,underlying,contract_month,underlying_price,call_wall,put_wall,price_wall,gex_flip,net_gex,total_abs_gex,total_oi,total_volume,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,gex_ratio,call_gex_share,put_gex_share,market_bias_label
2026-08-04,ETF,上证50ETF华夏,12月,2.983,3.0,2.7,3.0,3.1,24351631.883989174,94668203.04937245,111941.0,35687.0,0.005698960777740458,-0.09487093530003354,0.005698960777740458,Positive Gamma,1.6926285363577975,0.6286156866804001,0.3713843133196,
2026-08-04,ETF,上证50ETF华夏,3月,2.983,3.1,2.85,2.85,3.3,1279116.67512829,7535412.730514711,10156.0,1893.0,0.03922225947033198,-0.04458598726114649,-0.04458598726114649,Positive Gamma,1.4089054174560751,0.5848736970934914,0.4151263029065084,
2026-08-04,ETF,上证50ETF华夏,8月,2.983,3.0,3.0,3.0,3.0,374143593.418505,1458795225.0237744,846290.0,350864.0,0.005698960777740458,0.005698960777740458,0.005698960777740458,Positive Gamma,1.689887116778274,0.6282371874408924,0.37176281255910765,
2026-08-04,ETF,上证50ETF华夏,9月,2.983,3.1,3.0,3.0,3.2,83342298.77232975,484812406.549055,525102.0,88235.0,0.03922225947033198,0.005698960777740458,0.005698960777740458,Positive Gamma,1.4151855750051505,0.5859531415105163,0.4140468584894837,
2026-08-04,ETF,中证500ETF南方,12月,7.601,7.5,7.122,7.5,8.0,46251223.05906565,180640693.368709,134509.0,92255.0,-0.013287725299302666,-0.06301802394421785,-0.013287725299302666,Positive Gamma,1.6883161746601034,0.6280199444448029,0.371980055555197,
2026-08-04,ETF,中证500ETF南方,3月,7.601,8.0,6.5,7.5,7.5,8438803.006606722,27707240.43302578,23506.0,7350.0,0.05249309301407701,-0.14484936192606235,-0.013287725299302666,Positive Gamma,1.8759198081144075,0.6522851585852637,0.3477148414147363,
2026-08-04,ETF,中证500ETF南方,8月,7.601,7.5,7.5,7.5,8.25,215710755.15274993,2062393566.0441692,837073.0,1033088.0,-0.013287725299302666,-0.013287725299302666,-0.013287725299302666,Positive Gamma,1.2336197140954848,0.5522962151124483,0.4477037848875519,
2026-08-04,ETF,中证500ETF南方,9月,7.601,8.25,6.631,7.5,,-79153362.86590314,751459408.2830163,500342.0,122828.0,0.08538350217076696,-0.12761478752795685,-0.013287725299302666,Negative Gamma,0.809409713851578,0.44733357384748307,0.5526664261525169,
2026-08-04,ETF,中证500ETF嘉实,12月,3.089,3.0,2.9,3.0,3.3,3911477.88191602,29698677.589466203,63824.0,21158.0,-0.028811913240530895,-0.06118484946584657,-0.028811913240530895,Positive Gamma,1.303365850210621,0.5658527281245574,0.43414727187544233,
2026-08-04,ETF,中证500ETF嘉实,3月,3.089,3.1,3.1,3.1,3.0,546751.0236886902,6430756.76114301,15207.0,2031.0,0.0035610229847846675,0.0035610229847846675,0.0035610229847846675,Positive Gamma,1.185843130712255,0.5425106285307167,0.45748937146928337,
2026-08-04,ETF,中证500ETF嘉实,8月,3.089,3.3,3.0,3.2,3.2,49543055.63561412,122705992.34414269,166516.0,117169.0,0.06830689543541602,-0.028811913240530895,0.03593395921010045,Positive Gamma,2.3543211321051003,0.7018770831365149,0.2981229168634851,
2026-08-04,ETF,中证500ETF嘉实,9月,3.089,3.5,2.8,3.2,3.5,16307257.39663279,76464318.57000533,146364.0,29693.0,0.13305276788604736,-0.09355778569116224,0.03593395921010045,Positive Gamma,1.5421560521261275,0.6066331179143578,0.39336688208564213,
2026-08-04,ETF,创业板ETF易方达,12月,3.514,4.8,3.2,3.5,4.3,9444458.19229528,51271534.36144096,130131.0,55521.0,0.36596471257825836,-0.08935685828116091,-0.003984063745019806,Positive Gamma,1.4515954284780783,0.5921023557215602,0.40789764427843955,
2026-08-04,ETF,创业板ETF易方达,3月,3.514,4.0,3.0,3.5,4.0,120501.72289540002,5771165.37462556,15890.0,4361.0,0.13830392714854867,-0.1462720546385885,-0.003984063745019806,Positive Gamma,1.0426504673866064,0.5104399817951168,0.48956001820488304,
