underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,10月,0.27568906743826477,0.13268289571197878,0.17413815327380672,0.17413815327380672,0.0877921630436448,0.01695611671914253,0.00313730638663713,0.17410918918918922,0.1215,0.16949999999999998,24343813.0,16060399.0,2026-08-31,9月,9月,,10月,3月,front_month_default,9月 DTE=23，默认使用前月,medium,23.0,False,False,next_month
上证50ETF华夏,12月,0.3357214100897307,0.24515825530204557,0.37089177273534113,0.37089177273534113,0.0592118065337673,0.008543709668608436,0.006453624402609584,0.2046339552238806,0.1352,0.2039,149979599.0,76646097.0,2026-08-31,9月,9月,,10月,3月,front_month_default,9月 DTE=23，默认使用前月,medium,23.0,False,False,other_month
上证50ETF华夏,3月,0.4374497975560916,0.3003919691416389,0.3851757794660704,0.3851757794660704,0.07555776529092963,0.004691916782371492,0.013551329600333025,0.22036814404432134,0.1186,0.215,22061968.0,16116441.0,2026-08-31,9月,9月,,10月,3月,front_month_default,9月 DTE=23，默认使用前月,medium,23.0,False,False,far_month
上证50ETF华夏,9月,0.28984672718214827,0.2998246818263978,0.23768851180793252,0.23768851180793252,0.04873101313168422,0.049676659027946324,0.004342489201977798,0.14179908256880733,0.1206,0.1617,291834462.0,95875570.0,2026-08-31,9月,9月,,10月,3月,front_month_default,9月 DTE=23，默认使用前月,medium,23.0,True,False,primary_analysis
中证500ETF南方,10月,0.0,0.27927106589546563,0.09816804097871534,0.09816804097871534,0.05584093480323187,0.027226037389492187,0.0037190556199061977,9.999999999999999e-05,0.0001,0.0001,76605469.0,58881356.0,2026-08-31,9月,9月,,10月,3月,front_month_default,9月 DTE=23，默认使用前月,medium,23.0,False,False,next_month
中证500ETF南方,12月,0.4166265446958753,0.1750392782888055,0.32559775529222396,0.32559775529222396,0.0344899287582996,0.008486126555414388,0.0005758481358878768,0.31155000000000005,0.2021,0.3319,780896858.0,373765107.0,2026-08-31,9月,9月,,10月,3月,front_month_default,9月 DTE=23，默认使用前月,medium,23.0,False,False,other_month
中证500ETF南方,3月,0.46402624182447577,0.36162265826319334,0.374620917935556,0.374620917935556,0.029361075756795682,0.00399646179211363,0.004530289197677622,0.360970964360587,0.1794,0.3469,379236275.0,161973524.0,2026-08-31,9月,9月,,10月,3月,front_month_default,9月 DTE=23，默认使用前月,medium,23.0,False,False,far_month
中证500ETF南方,9月,0.25827921283470445,0.11890549846362373,0.15124884345141917,0.15124884345141917,0.033849574485467694,0.04036228656048864,0.0004992837453541241,0.2601835403726708,0.22640000000000002,0.29359999999999997,1254018393.0,600964937.0,2026-08-31,9月,9月,,10月,3月,front_month_default,9月 DTE=23，默认使用前月,medium,23.0,True,False,primary_analysis
中证500ETF嘉实,10月,0.32161782913743303,0.21062575748298742,0.24097303336454606,0.24097303336454606,0.04916702145057878,0.015310603385271007,0.0028031582856549065,0.2969362745098039,0.2148,0.3103,9122924.0,6634683.0,2026-08-31,9月,9月,,10月,3月,front_month_default,9月 DTE=23，默认使用前月,medium,23.0,False,False,next_month
中证500ETF嘉实,12月,0.38170234089770205,0.31799899587879016,0.4235554446788704,0.4235554446788704,0.032955761024539766,0.009252689039099041,0.0036884066142693034,0.349225,0.20809999999999998,0.3414,129246325.0,53772368.0,2026-08-31,9月,9月,,10月,3月,front_month_default,9月 DTE=23，默认使用前月,medium,23.0,False,False,other_month
