underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date
上证50ETF华夏,12月,0.34352549682261596,0.14076585173817135,0.3257787930409227,0.3257787930409227,0.06012502139938255,0.007895502619188942,0.0020386759093859604,0.21046472727272728,0.1298,0.2021,142229571.0,77815692.0,2026-08-21
上证50ETF华夏,3月,0.37464533330726546,0.1330648429365415,0.2758146648659184,0.2758146648659184,0.07370990685240929,0.00389735941056973,0.0020247097425700146,0.22421205479452055,0.12789999999999999,0.2119,20836073.0,16954813.0,2026-08-21
上证50ETF华夏,8月,-0.0794805194805196,-0.007214836157730031,0.1665780230272552,0.1665780230272552,0.02894846489094191,0.1579864177021889,-0.0007013463091886231,0.12833333333333333,0.1512,0.141,119829532.0,26552061.0,2026-08-21
上证50ETF华夏,9月,0.2538522314663305,-0.030223593814969734,0.08798044835240097,0.08798044835240097,0.05371156470218105,0.029349213240556164,-0.0019173454003981365,0.16663237410071943,0.1277,0.17,327611290.0,146097579.0,2026-08-21
中证500ETF南方,12月,0.466107734776489,0.0451194677740368,0.28169168234166425,0.28169168234166425,0.0328044669002959,0.007554793308065336,-0.0026431758630379265,0.31258867667121426,0.18420000000000003,0.3299,726021309.0,337697260.0,2026-08-21
中证500ETF南方,3月,0.5093270536991058,0.3004177615948006,0.3791756045862287,0.3791756045862287,0.030458512533374022,0.0037417827759491104,0.002444358362859153,0.3459466735966736,0.17190000000000003,0.3481,334083583.0,144859291.0,2026-08-21
中证500ETF南方,8月,0.1829864707732346,-0.0041622617347906714,0.08803039385219029,0.08803039385219029,0.015993373403637004,0.19478851986372217,-0.0001847956305855715,0.22952516556291394,0.20370000000000002,0.2457,713804756.0,121508244.0,2026-08-21
中证500ETF南方,9月,0.4093682711833071,-0.07776256540855074,0.11979121814607617,0.11979121814607617,0.03563824912968329,0.029256536574097956,-0.0018681968496677488,0.26259973614775733,0.2134,0.3209,1043386836.0,530966711.0,2026-08-21
中证500ETF嘉实,12月,0.46144826914201814,0.2103933888358163,0.31728630834790345,0.31728630834790345,0.036020505361717525,0.008803704746494036,0.0011853094773389185,0.31444478114478114,0.1839,0.32899999999999996,109093028.0,51198105.0,2026-08-21
中证500ETF嘉实,3月,0.5136462589332356,0.23605291856543908,0.3346132637991291,0.3346132637991291,0.046928892697725905,0.0035893431036894156,0.0025067554339207243,0.3480994884910486,0.1664,0.3452,38716980.0,30694753.0,2026-08-21
中证500ETF嘉实,8月,0.17864832391197402,0.058192859631199245,0.13953619514291796,0.13953619514291796,0.013779466827207765,0.16565097764554543,0.0002066416702015721,0.2339792452830189,0.2165,0.2583,64372302.0,11330896.0,2026-08-21
中证500ETF嘉实,9月,0.35399572128794626,0.09254223279459127,0.3191850207183043,0.3191850207183043,0.02595579766842582,0.03200116687388888,-5.5835657575715826e-05,0.2915289473684211,0.22010000000000002,0.3233,126299220.0,43487133.0,2026-08-21
创业板ETF易方达,12月,0.3328537896570001,0.09936323993221383,0.29732060061251137,0.29732060061251137,0.03665495877029948,0.007553046011993323,-0.001396067532278074,0.330175,0.2752,0.3851,310742131.0,197922136.0,2026-08-21
创业板ETF易方达,3月,0.34432760760237735,0.22384026910158683,0.21117203395038764,0.21117203395038764,0.035775673099341855,0.0036328676850147677,0.0011940493084152389,0.3827749999999999,0.2553,0.3871,61825755.0,46398607.0,2026-08-21
创业板ETF易方达,8月,0.07907826715789265,-0.09965525992401758,0.03207571626853589,0.03207571626853589,0.013966739732723287,0.18298064158038713,-0.0005003300047287665,0.3009676470588235,0.2921,0.3159,506677588.0,105736524.0,2026-08-21
创业板ETF易方达,9月,0.2186079980811001,-0.025644793242248838,0.07042724370852668,0.07042724370852668,0.027654680524448125,0.029278241508338486,-0.0011516216687130678,0.3531435294117648,0.3007,0.3779,722693939.0,351207534.0,2026-08-21
沪深300ETF华泰柏瑞,12月,0.4287367534521306,0.10706860291235326,0.3958463856645267,0.3958463856645267,0.05041409120503086,0.008113881424467203,-0.00012700107029187251,0.22764551724137932,0.1373,0.2349,244108179.0,124479019.0,2026-08-21
沪深300ETF华泰柏瑞,3月,0.44314015056514466,0.28118608379589277,0.43615814381885226,0.43615814381885226,0.0603626495974719,0.0036405295505818323,0.009755145331854505,0.24867979094076656,0.1354,0.24559999999999998,56504130.0,41507423.0,2026-08-21
沪深300ETF华泰柏瑞,8月,0.19059031482395647,0.017854231613059705,0.20691405474511748,0.20691405474511748,0.024216360744320622,0.17685965065394435,-5.789390344999172e-05,0.15897974683544308,0.1437,0.174,178585298.0,32827335.0,2026-08-21
沪深300ETF华泰柏瑞,9月,0.3722139410680099,-0.08795035639778244,0.14695899201539114,0.14695899201539114,0.043505382286654286,0.029508494624964108,-0.0023729735321326205,0.19128783783783784,0.1348,0.20600000000000002,439945910.0,177458629.0,2026-08-21
沪深300ETF嘉实,12月,0.42316580863499226,0.11334588129200886,0.4295784725098172,0.4295784725098172,0.05483368269842099,0.008868213184460056,-0.000522431313096593,0.23253296460176995,0.1383,0.23670000000000002,42998954.0,22099153.0,2026-08-21
沪深300ETF嘉实,3月,0.41623998515213223,0.23497068940616775,0.41817678957282917,0.41817678957282917,0.07515632035208543,0.004450384150023393,0.00674357437741377,0.2589852100840336,0.139,0.2468,12615120.0,9707926.0,2026-08-21
沪深300ETF嘉实,8月,0.38123552713053377,0.0029462463764729292,0.18833056709055382,0.18833056709055382,0.01749075887726779,0.19084121533030607,-8.248542508617742e-05,0.13246404494382022,0.1352,0.1857,47547794.0,6505754.0,2026-08-21
沪深300ETF嘉实,9月,0.38097488026280896,0.049931770805799705,0.3117971048694197,0.3117971048694197,0.03600009689165454,0.034640701260850074,-0.0006272132131186374,0.19423852813852815,0.1354,0.2094,75507019.0,22822777.0,2026-08-21
深证100ETF易方达,12月,0.42479322129871194,0.16297131052329622,0.43016368597560556,0.43016368597560556,0.07606252415521846,0.007620996923955283,0.0002811490585172024,0.29002346041055715,0.2071,0.33030000000000004,7775235.0,8659497.0,2026-08-21
深证100ETF易方达,3月,0.4196051234408579,0.10711416096393966,0.20666502817557483,0.20666502817557483,0.08170532216731338,0.0034726417410757783,-0.0038142793203743775,0.32459088888888893,0.1973,0.3335,1514834.0,2309193.0,2026-08-21
深证100ETF易方达,8月,0.31449596845181493,-0.053713702917911034,0.11136620994400274,0.11136620994400274,0.019547001157162035,0.19782815469775236,-0.00042614425358047795,0.2581909090909091,0.1826,0.2638,11198086.0,2401276.0,2026-08-21
深证100ETF易方达,9月,0.23445683963644653,0.11132499079114404,0.24849459472728538,0.24849459472728538,0.04090348999378696,0.028378682729217175,0.00045256403169475465,0.2815017045454546,0.22399999999999998,0.29,14797906.0,7916717.0,2026-08-21
科创50ETF华夏,12月,0.23227383863080692,-0.02090300850825442,0.1537233429619268,0.1537233429619268,0.024651347355789312,0.008338042239322182,-0.003948117875615758,0.4499,0.3679,0.47240000000000004,441452625.0,217010774.0,2026-08-21
科创50ETF华夏,3月,0.28403353670243187,0.05467885398434928,0.21332366020013105,0.21332366020013105,0.029153787032453738,0.0036276071108042444,-0.004683686967506629,0.448186511627907,0.3226,0.4499,76905652.0,53924252.0,2026-08-21
科创50ETF华夏,8月,-1.8665013365969922,-0.3447427069355453,0.059555386131313365,0.059555386131313365,0.012299043128979595,0.23973216364141223,-0.000953690325624816,0.18264117647058822,0.341,0.0001,326186595.0,65941010.0,2026-08-21
科创50ETF华夏,9月,0.208355091383812,-0.11123721779398653,0.028654572118612356,0.028654572118612356,0.020103639012279156,0.028509913651857594,-0.0016822980319271136,0.38299999999999995,0.3589,0.4387,721001854.0,310488208.0,2026-08-21
科创50ETF易方达,12月,0.24166640723239594,-0.05448515840630563,0.1706071026295056,0.1706071026295056,0.021158460430829286,0.008503533686853863,-0.004274317501596933,0.4675867088607594,0.3458,0.45880000000000004,106912741.0,44892631.0,2026-08-21
科创50ETF易方达,3月,0.3380052340796743,-0.059636021962220495,0.10701786960830431,0.10701786960830431,0.030465100893875947,0.003537192571793254,-0.007412844498171406,0.42987499999999995,0.3195,0.4648,18290010.0,13679210.0,2026-08-21
科创50ETF易方达,8月,-1.863209610660565,-0.41410116285415066,-0.037978469234241446,-0.037978469234241446,0.012549807466768197,0.287227421380801,-0.0012089090883077543,0.17480588235294114,0.3258,0.0001,80518048.0,14404147.0,2026-08-21
科创50ETF易方达,9月,0.21881942739900193,-0.021272342108374434,0.15903150968843405,0.15903150968843405,0.019050255317760594,0.03007569651117457,-0.0008744765145679444,0.38753414634146344,0.3615,0.44630000000000003,142401766.0,55562138.0,2026-08-21
