trade_date,price_code,underlying,spot_name,underlying_price,prev_close,open_price,change,pct_change,turnover_rate,amount,market_value
2026-07-14,SH510050,上证50ETF华夏,上证50ETF华夏,3.058,3.011,3.008,0.047,0.015600000000000001,0.1449,2917836100.0,20390337000.0
2026-07-14,SH510300,沪深300ETF华泰柏瑞,沪深300ETF华泰柏瑞,4.837,4.744,4.744,0.093,0.0196,0.0987,8630537900.0,88618134000.0
2026-07-14,SZ159919,沪深300ETF嘉实,沪深300ETF嘉实,5.046,4.949,4.938,0.097,0.0196,0.0637,1778544100.0,28307640000.0
2026-07-14,SH510500,中证500ETF南方,中证500ETF南方,8.413,8.292,8.293,0.121,0.0146,0.1629,7089377100.0,44189860000.0
2026-07-14,SZ159922,中证500ETF嘉实,中证500ETF嘉实,3.348,3.304,3.287,0.044,0.013300000000000001,0.13019999999999998,1118888730.0,8730501800.0
2026-07-14,SZ159915,创业板ETF易方达,创业板ETF易方达,3.867,3.751,3.739,0.116,0.030899999999999997,0.18760000000000002,8767464800.0,47712805000.0
2026-07-14,SZ159901,深证100ETF易方达,深证100ETF易方达,3.883,3.753,3.753,0.13,0.0346,0.1517,553395150.0,3731698600.0
2026-07-14,SH588000,科创50ETF华夏,科创50ETF华夏,2.125,2.1,2.094,0.025,0.011899999999999999,0.14,9512576600.0,69448545000.0
2026-07-14,SH588080,科创50ETF易方达,科创50ETF易方达,2.065,2.036,2.028,0.029,0.014199999999999999,0.0664,2736265100.0,42228482000.0
