trade_date,market_type,underlying,contract_month,underlying_price,call_wall,put_wall,price_wall,gex_flip,net_gex,total_abs_gex,total_oi,total_volume,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,gex_ratio,call_gex_share,put_gex_share,market_bias_label
2026-07-17,ETF,上证50ETF华夏,12月,3.004,3.0,2.8,3.0,3.1,14462601.570545122,59649499.17509584,79842.0,8491.0,-0.0013315579227696217,-0.0679094540612517,-0.0013315579227696217,Positive Gamma,1.6401236790856213,0.621229865887821,0.3787701341121789,
2026-07-17,ETF,上证50ETF华夏,7月,3.004,3.0,3.0,3.0,3.0,365675524.03266865,1458142209.4992232,785280.0,762142.0,-0.0013315579227696217,-0.0013315579227696217,-0.0013315579227696217,Positive Gamma,1.6694492910353629,0.6253908986553015,0.37460910134469866,
2026-07-17,ETF,上证50ETF华夏,8月,3.004,3.1,3.0,3.1,3.1,109152637.14486144,546344518.6103976,407266.0,276222.0,0.031957390146471365,-0.0013315579227696217,0.031957390146471365,Positive Gamma,1.4993351513251558,0.5998935959149788,0.4001064040850209,
2026-07-17,ETF,上证50ETF华夏,9月,3.004,3.1,2.65,3.1,3.2,72595255.97172463,333685317.4667848,424167.0,546871.0,0.031957390146471365,-0.11784287616511324,0.031957390146471365,Positive Gamma,1.5560935989369182,0.6087780195467408,0.3912219804532592,
2026-07-17,ETF,中证500ETF南方,12月,7.956,8.35,7.613,8.35,8.35,21958790.78637504,107840388.4671485,78118.0,13597.0,0.04952237305178464,-0.043112116641528364,0.04952237305178464,Positive Gamma,1.511373597589487,0.6018115341501405,0.39818846584985934,
2026-07-17,ETF,中证500ETF南方,7月,7.956,8.35,7.859,8.35,8.75,43167520.65351014,2062461003.834835,680799.0,1454789.0,0.04952237305178464,-0.012192056309703436,0.04952237305178464,Positive Gamma,1.0427550735076918,0.5104650513569097,0.4895349486430902,
2026-07-17,ETF,中证500ETF南方,8月,7.956,8.104,8.104,8.104,8.25,177002693.40757537,774481466.7679939,360450.0,403351.0,0.018602312719959713,0.018602312719959713,0.018602312719959713,Positive Gamma,1.5924986838011121,0.6142717424512619,0.3857282575487382,
2026-07-17,ETF,中证500ETF南方,9月,7.956,8.841,6.631,8.104,,-110303016.18852676,535466702.015332,405693.0,463311.0,0.11123680241327283,-0.16654097536450474,0.018602312719959713,Negative Gamma,0.6583828164153528,0.39700291747985433,0.6029970825201455,
2026-07-17,ETF,中证500ETF嘉实,12月,3.218,3.2,3.2,3.2,,6544836.24889124,17578310.102140278,29501.0,4536.0,-0.005593536357986317,-0.005593536357986317,-0.005593536357986317,Positive Gamma,2.18636004144134,0.6861622707433737,0.31383772925662634,
2026-07-17,ETF,中证500ETF嘉实,7月,3.218,3.3,3.2,3.3,3.4,18027681.024363957,239076333.05658197,218812.0,230660.0,0.025481665630826544,-0.005593536357986317,0.025481665630826544,Positive Gamma,1.1631105266521726,0.5377027721520586,0.46229722784794147,
2026-07-17,ETF,中证500ETF嘉实,8月,3.218,3.3,3.2,3.3,3.3,18508538.22797536,59354635.12983776,66759.0,40635.0,0.025481665630826544,-0.005593536357986317,0.025481665630826544,Positive Gamma,1.9062573725193042,0.6559148513632346,0.3440851486367653,
2026-07-17,ETF,中证500ETF嘉实,9月,3.218,3.3,2.8,3.3,3.9,4298610.52874536,61310922.85037728,101512.0,35532.0,0.025481665630826544,-0.1298943443132381,0.025481665630826544,Positive Gamma,1.1507958668469709,0.5350558296050743,0.4649441703949257,
2026-07-17,ETF,创业板ETF易方达,12月,3.723,3.9,3.2,3.9,4.1,6851405.609785889,36315425.03437017,73236.0,15102.0,0.04754230459307007,-0.14047810905183988,0.04754230459307007,Positive Gamma,1.4650693112202602,0.5943318934488786,0.40566810655112145,
