trade_date,price_code,underlying,spot_name,underlying_price,prev_close,open_price,high_price,low_price,change,pct_change,turnover_rate,amount,market_value
2026-09-23,SH510050,上证50ETF华夏,上证50ETF华夏,3.0,3.015,3.019,3.02,2.997,-0.015,-5e-05,0.0797,1530731112.0,
2026-09-23,SH510300,沪深300ETF华泰柏瑞,沪深300ETF华泰柏瑞,4.59,4.613,4.62,4.621,4.586,-0.023,-5e-05,0.0337,2928541597.0,
2026-09-23,SZ159919,沪深300ETF嘉实,沪深300ETF嘉实,4.793,4.821,4.827,4.828,4.79,-0.028,-5.7999999999999994e-05,0.021099999999999997,640697456.4,
2026-09-23,SH510500,中证500ETF南方,中证500ETF南方,7.818,7.85,7.866,7.875,7.809,-0.032,-4.1e-05,0.0802,2607706388.0,
2026-09-23,SZ159922,中证500ETF嘉实,中证500ETF嘉实,3.171,3.184,3.185,3.194,3.166,-0.013,-4.1e-05,0.0475,428002220.94,
2026-09-23,SZ159901,深证100ETF易方达,深证100ETF易方达,3.491,3.52,3.509,3.523,3.487,-0.029,-8.2e-05,0.0697,256495154.2,
2026-09-23,SZ159915,创业板ETF易方达,创业板ETF易方达,3.399,3.42,3.428,3.434,3.393,-0.021,-6.1000000000000005e-05,0.2,4517802842.145,
2026-09-23,SH588000,科创50ETF华夏,科创50ETF华夏,1.755,1.758,1.764,1.77,1.749,-0.003,-1.7e-05,0.0832,4361901809.0,
2026-09-23,SH588080,科创50ETF易方达,科创50ETF易方达,1.7,1.705,1.708,1.718,1.696,-0.005,-2.8999999999999997e-05,0.0394,1260608113.0,
