trade_date,market_type,asset_class,option_product,underlying,commodity,exchange,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,underlying_price,call_wall,put_wall,call_oi_wall,put_oi_wall,max_gamma_strike,gex_flip,price_wall,net_gex,total_abs_gex,total_oi,total_volume,total_amount,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,adjusted_call_wall,adjusted_put_wall,adjusted_price_wall,adjusted_max_gamma_strike,adjusted_net_gex,adjusted_total_abs_gex,avg_liquidity_score,avg_pricing_quality_score,adjusted_call_wall_shift,adjusted_put_wall_shift,adjusted_price_wall_shift,adjusted_wall_available,adjusted_call_wall_distance,adjusted_put_wall_distance,adjusted_price_wall_distance,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,expiry_pressure,expiry_structure_state,days_to_near_expiry,roll_progress,roll_shift_score,roll_state,expiry_date_quality,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role,zero_gamma,zero_gamma_status,zero_gamma_confidence,zero_gamma_reason,zero_gamma_total_contracts,zero_gamma_valid_contracts,zero_gamma_coverage,zero_gamma_bracket_low,zero_gamma_bracket_high,zero_gamma_residual_ratio,zero_gamma_method,futures_code,futures_price,futures_volume,futures_open_interest,futures_oi_change,futures_amount,futures_pct_change,volume_wall,amount_wall,call_oi_wall_distance,put_oi_wall_distance,volume_wall_distance,amount_wall_distance,call_oi_total,put_oi_total,oi_bias,oi_wall_width,oi_wall_width_ratio,nearest_wall_type,nearest_wall,nearest_wall_distance,commodity_price_state,prev_close,open_price,high_price,low_price,pct_change,amount,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,risk_reversal_25d,put_skew,call_skew,smile_curvature,iv_min,iv_max,iv_std,near_atm_iv,next_atm_iv,iv_term_slope,iv_surface_state,primary_atm_iv,next_after_primary_atm_iv,primary_iv_term_slope,primary_iv_surface_state,wall_type,strike,distance_to_spot,metric_value,metric_concentration,oi_rank,volume_rank,proximity_score,confidence_score,confidence_label
2026-09-02,ETF,,,上证50ETF华夏,,,10月,2026-10-28,202610,rule_fourth_wednesday,medium,56.0,40.0,3.025,3.1,3.0,3.2,3.0,3.0,3.2,3.0,27120948.411768753,157560089.91064373,102739.0,48289.0,,92340519.16120625,65219570.749437496,1.4158406456853698,0.5860654129708537,0.4139345870291465,0.024793388429752206,-0.008264462809917328,-0.008264462809917328,Positive Gamma,3.0,3.0,3.0,3.0,16876033.59767206,90954526.0602174,0.5848404551519131,0.30256449710137184,-0.10000000000000009,0.0,0.0,True,-0.008264462809917328,-0.008264462809917328,-0.008264462809917328,next,0.07750376935348413,0.8119994391003901,0.07750376935348413,0.8119994391003901,0.07750376935348413,0.038751884676742065,low_expiry_influence,21.0,0.08713152309838255,-0.7344956697469059,front_month_dominant,rule_estimate,False,False,next_month,2.990058357291207,available,medium,,20.0,16.0,0.8,2.9816666666666665,2.9926874999999997,1.0187506640458671e-12,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.055,3.041,3.043,3.014,-9.8e-05,1227861953.0,0.45196560785458717,0.06724840337913458,0.17213082594170717,0.17213082594170717,0.07825333038002721,0.016988959525345685,0.000725336424312371,0.12677955801104973,0.1197,0.177,45034275.0,28224330.0,9月,9月,,10月,3月,front_month_default,9月 DTE=21，默认使用前月,medium,21.0,157560089.91064376,27120948.411768753,102739.0,48289.0,2.0,4.0,-0.05729999999999999,0.0935,0.03620000000000001,0.06484999999999999,0.0001,0.3771,0.10619992504209864,0.10400000000000001,0.0751,-0.02890000000000001,front_iv_inversion,0.10400000000000001,0.08349999999999999,-0.020500000000000018,front_iv_inversion,call_wall,3.1,0.024793388429752206,29161838.018775,0.31580760302922756,0.8,0.9,0.7520661157024779,0.5899233387185241,medium
2026-09-02,ETF,,,上证50ETF华夏,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,112.0,80.0,3.025,3.0,2.7,3.5,2.7,3.0,3.0,3.0,76441934.03495,202697534.0493125,203399.0,89406.0,,139569734.04213125,63127800.00718124,2.2109076195630797,0.6885615786927953,0.3114384213072046,-0.008264462809917328,-0.10743801652892548,-0.008264462809917328,Positive Gamma,3.1,2.7,3.0,3.1,27926247.802318987,80221154.5878714,0.41208535604848673,0.37844166684109876,0.10000000000000009,0.0,0.0,True,0.024793388429752206,-0.10743801652892548,-0.008264462809917328,deferred,0.09970686698888877,0.8119994391003901,0.07750376935348413,0.8119994391003901,0.07750376935348413,0.049853433494444384,low_expiry_influence,21.0,0.08713152309838255,-0.7344956697469059,front_month_dominant,rule_estimate,False,False,other_month,2.8909807110701897,available,medium,,24.0,18.0,0.75,2.8828125000000004,2.8942500000000004,3.3887222120359787e-14,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.055,3.041,3.043,3.014,-9.8e-05,1227861953.0,0.42440405191290886,0.1971811099313445,0.37712315738559066,0.37712315738559066,0.06051621191965311,0.008972237091904678,0.00410651632468041,0.21276893939393934,0.1185,0.20879999999999999,159328479.0,83267862.0,9月,9月,,10月,3月,front_month_default,9月 DTE=21，默认使用前月,medium,21.0,202697534.0493125,76441934.03494999,203399.0,89406.0,3.0,4.0,-0.09029999999999999,0.13369999999999999,0.043399999999999994,0.08854999999999999,0.0001,0.3765,0.11558566651772972,0.10400000000000001,0.0643,-0.03970000000000001,front_iv_inversion,0.10400000000000001,0.08349999999999999,-0.020500000000000018,front_iv_inversion,call_wall,3.0,-0.008264462809917328,40512261.28145624,0.29026537565248206,0.9166666666666666,0.5833333333333334,0.9173553719008267,0.5848893914954076,medium
2026-09-02,ETF,,,上证50ETF华夏,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,203.0,145.0,3.025,3.1,2.8,3.5,2.8,3.1,3.1,3.1,8421216.510918751,21935210.34588125,24771.0,3126.0,,15178213.4284,6756996.917481249,2.246295745545176,0.69195659348897,0.30804340651103,0.024793388429752206,-0.07438016528925628,0.024793388429752206,Positive Gamma,3.1,2.8,3.1,3.1,2443491.2775092027,5694143.956461619,0.30815922048895295,0.33671008123408813,0.0,0.0,0.0,True,0.024793388429752206,-0.07438016528925628,0.024793388429752206,far,0.010789924557237093,0.8119994391003901,0.07750376935348413,0.8119994391003901,0.07750376935348413,0.005394962278618546,low_expiry_influence,21.0,0.08713152309838255,-0.7344956697469059,front_month_dominant,rule_estimate,False,False,far_month,2.854116245779476,available,medium,,20.0,16.0,0.8,2.8494166666666665,2.8604374999999997,8.751085520295993e-14,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.055,3.041,3.043,3.014,-9.8e-05,1227861953.0,0.42639938163566227,0.26201450611531196,0.38391318697793997,0.38391318697793997,0.07593231255211842,0.004627106736778652,0.010523496260023867,0.22631364902506965,0.12,0.2165,23904698.0,17869698.0,9月,9月,,10月,3月,front_month_default,9月 DTE=21，默认使用前月,medium,21.0,21935210.34588125,8421216.510918751,24771.0,3126.0,4.0,4.0,-0.0965,0.1522,0.0557,0.10395000000000001,0.0001,0.3431,0.11247006560811965,0.10400000000000001,,,put_skew_elevated,0.10400000000000001,0.08349999999999999,-0.020500000000000018,front_iv_inversion,call_wall,3.1,0.024793388429752206,4060521.9461125,0.26752304974937596,0.8,0.6666666666666666,0.7520661157024779,0.5331952897425909,medium
2026-09-02,ETF,,,上证50ETF华夏,,,9月,2026-09-23,202609,rule_fourth_wednesday,medium,21.0,15.0,3.025,3.0,3.0,3.1,3.0,3.0,3.1,3.0,391130858.35140634,1650741708.426319,930240.0,486653.0,,1020936283.3888625,629805425.0374563,1.6210344382602684,0.6184712473050306,0.3815287526949694,-0.008264462809917328,-0.008264462809917328,-0.008264462809917328,Positive Gamma,3.0,3.0,3.0,3.0,236555629.14738157,1043786532.5505565,0.4592841630522683,0.5969904380693273,0.0,0.0,0.0,True,-0.008264462809917328,-0.008264462809917328,-0.008264462809917328,near,0.8119994391003901,0.8119994391003901,0.07750376935348413,0.8119994391003901,0.07750376935348413,0.8119994391003901,front_month_concentrated,21.0,0.08713152309838255,-0.7344956697469059,front_month_dominant,rule_estimate,True,False,primary_analysis,2.9821113390780085,available,medium,,28.0,21.0,0.75,2.9773958333333335,2.989041666666667,6.836232178362002e-16,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.055,3.041,3.043,3.014,-9.8e-05,1227861953.0,0.2607860391904119,0.2271277454653157,0.23694249461006134,0.23694249461006134,0.04977607804824133,0.04900928909289331,0.0026576143325086495,0.15223207547169815,0.1285,0.16820000000000002,294732381.0,108380658.0,9月,9月,,10月,3月,front_month_default,9月 DTE=21，默认使用前月,medium,21.0,1650741708.4263186,391130858.35140634,930240.0,486653.0,1.0,4.0,-0.03970000000000001,0.06420000000000001,0.024499999999999994,0.04435,0.0001,0.5196999999999999,0.13950760931058764,0.10400000000000001,0.08349999999999999,-0.020500000000000018,front_iv_inversion,0.10400000000000001,0.08349999999999999,-0.020500000000000018,front_iv_inversion,call_wall,3.0,-0.008264462809917328,392255442.25450003,0.38421148179047976,1.0,1.0,0.9173553719008267,0.71049847259084,high
2026-09-02,ETF,,,中证500ETF南方,,,10月,2026-10-28,202610,rule_fourth_wednesday,medium,56.0,40.0,7.751,8.0,7.75,8.0,6.75,8.0,8.5,8.0,7388944.679809187,105265643.61860959,63875.0,54330.0,,56327294.1492094,48938349.4694002,1.1509847544905312,0.5350966584433772,0.4649033415566229,0.03212488711134043,-0.00012901561088896063,0.03212488711134043,Positive Gamma,8.0,7.5,8.0,8.0,1846909.6418147234,77196042.12088063,0.672244388756215,0.2770449562957564,0.0,-0.25,0.0,True,0.03212488711134043,-0.03238291833311835,0.03212488711134043,next,0.03255093687321742,0.8347784398206709,0.03255093687321742,0.8347784398206709,0.03255093687321742,0.01627546843660871,low_expiry_influence,21.0,0.037530075364558775,-0.8022275029474535,front_month_dominant,rule_estimate,False,False,next_month,,unavailable,unavailable,insufficient_valid_contracts,20.0,0.0,0.0,,,,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,7.881,7.796,7.798,7.706,-0.000165,2914280858.0,0.0,0.14492473043921728,0.07019331688675415,0.07019331688675415,0.05155072556340136,0.02524545068503737,0.000436896430311024,0.0001,0.0001,0.0001,135922374.0,103337866.0,9月,9月,,10月,3月,front_month_default,9月 DTE=21，默认使用前月,medium,21.0,105265643.61860959,7388944.679809192,63875.0,54330.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0001,0.0001,1.390459947817277e-20,0.22519999999999998,0.1638,-0.06139999999999998,front_iv_inversion,0.22519999999999998,0.0001,-0.2251,front_iv_inversion,call_wall,8.0,0.03212488711134043,18636513.122045286,0.3308611465105654,1.0,1.0,0.6787511288865957,0.6507001852627439,medium
2026-09-02,ETF,,,中证500ETF南方,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,112.0,80.0,7.751,8.0,6.5,9.823,6.25,8.0,8.25,8.0,98335563.29561819,345736529.9000542,251957.0,108312.0,,222036046.5978362,123700483.30221802,1.794948901334284,0.6422117057229172,0.35778829427708275,0.03212488711134043,-0.1613985292220359,0.03212488711134043,Positive Gamma,8.0,6.25,7.75,7.75,26427879.656117093,130309941.9159781,0.409769540817757,0.3958959843064911,0.0,-0.25,-0.25,True,0.03212488711134043,-0.1936524319442653,-0.00012901561088896063,deferred,0.10691093098064089,0.8347784398206709,0.03255093687321742,0.8347784398206709,0.03255093687321742,0.053455465490320445,normal_expiry_structure,21.0,0.037530075364558775,-0.8022275029474535,front_month_dominant,rule_estimate,False,False,other_month,7.311801804200543,available,medium,,54.0,47.0,0.8703703703703703,7.298858333333334,7.329001111111112,3.275780550680393e-15,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,7.881,7.796,7.798,7.706,-0.000165,2914280858.0,0.456156406936553,0.03330522712914517,0.2844234114458346,0.2844234114458346,0.03447707262562919,0.008634295717215435,-0.0025667026132834675,0.31984643377001454,0.1998,0.3457,825233897.0,410906473.0,9月,9月,,10月,3月,front_month_default,9月 DTE=21，默认使用前月,medium,21.0,345736529.9000542,98335563.29561819,251957.0,108312.0,3.0,4.0,-0.1459,0.1819,0.036000000000000004,0.10894999999999999,0.0001,0.5981000000000001,0.15512616889947475,0.22519999999999998,0.1274,-0.09779999999999997,front_iv_inversion,0.22519999999999998,0.0001,-0.2251,front_iv_inversion,call_wall,8.0,0.03212488711134043,21323292.645326804,0.09603527432619405,0.7407407407407407,0.6296296296296297,0.6787511288865957,0.4246581724094063,low
2026-09-02,ETF,,,中证500ETF南方,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,203.0,145.0,7.751,7.75,7.75,6.25,6.25,7.75,6.75,7.75,32442283.351382714,83303611.27913095,61788.0,7477.0,,57872947.315256834,25430663.963874113,2.2757151522850156,0.6947231509728684,0.30527684902713154,-0.00012901561088896063,-0.00012901561088896063,-0.00012901561088896063,Positive Gamma,8.0,6.25,7.75,8.0,11490077.461230427,29064646.029929813,0.34657917119796966,0.4026313109376336,0.25,-1.5,0.0,True,0.03212488711134043,-0.1936524319442653,-0.00012901561088896063,far,0.025759692325470724,0.8347784398206709,0.03255093687321742,0.8347784398206709,0.03255093687321742,0.012879846162735362,low_expiry_influence,21.0,0.037530075364558775,-0.8022275029474535,front_month_dominant,rule_estimate,False,False,far_month,7.003250042942042,available,medium,,26.0,21.0,0.8076923076923077,6.997430555555557,7.027573333333335,3.2628451906185137e-15,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,7.881,7.796,7.798,7.706,-0.000165,2914280858.0,0.5041268988089022,0.29139744710801224,0.3894463019457368,0.3894463019457368,0.029255605238991924,0.003954000198067567,0.002254489741264347,0.36201202600216686,0.1788,0.3613,404481326.0,181604695.0,9月,9月,,10月,3月,front_month_default,9月 DTE=21，默认使用前月,medium,21.0,83303611.27913094,32442283.351382714,61788.0,7477.0,4.0,4.0,-0.18250000000000002,0.2339,0.051399999999999973,0.14265,0.0001,0.49090000000000006,0.16956797325511136,0.22519999999999998,,,put_skew_elevated,0.22519999999999998,0.0001,-0.2251,front_iv_inversion,call_wall,7.75,-0.00012901561088896063,8722839.1133919,0.150723948201137,0.8461538461538461,0.9230769230769231,0.9987098438911104,0.5676322532741782,medium
2026-09-02,ETF,,,中证500ETF南方,,,9月,2026-09-23,202609,rule_fourth_wednesday,medium,21.0,15.0,7.751,8.0,7.75,8.0,6.385,8.0,8.25,8.0,221415331.50554442,2699568681.814596,1096688.0,1134461.0,,1460492006.66007,1239076675.154526,1.1786938096287956,0.5410093903142914,0.45899060968570854,0.03212488711134043,-0.00012901561088896063,0.03212488711134043,Positive Gamma,8.0,7.5,8.0,8.0,243508448.48026243,2104692193.8755767,0.5544653956337792,0.5487674288511282,0.0,-0.25,0.0,True,0.03212488711134043,-0.03238291833311835,0.03212488711134043,near,0.8347784398206709,0.8347784398206709,0.03255093687321742,0.8347784398206709,0.03255093687321742,0.8347784398206709,front_month_concentrated,21.0,0.037530075364558775,-0.8022275029474535,front_month_dominant,rule_estimate,True,False,primary_analysis,7.677932853043731,available,medium,,58.0,49.0,0.8448275862068966,7.660571666666668,7.6907144444444455,3.508846258838272e-16,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,7.881,7.796,7.798,7.706,-0.000165,2914280858.0,0.3736770427781711,-0.13416407178468995,0.082018780628583,0.082018780628583,0.031215568889603723,0.04249434399273909,-0.0016802031699035905,0.27456864686468646,0.2291,0.3317,1492827799.0,743011776.0,9月,9月,,10月,3月,front_month_default,9月 DTE=21，默认使用前月,medium,21.0,2699568681.814596,221415331.5055444,1096688.0,1134461.0,1.0,4.0,-0.1026,0.10650000000000001,0.0039000000000000146,0.0552,0.0001,0.8941,0.19707893499374762,0.22519999999999998,0.0001,-0.2251,front_iv_inversion,0.22519999999999998,0.0001,-0.2251,front_iv_inversion,call_wall,8.0,0.03212488711134043,406245213.86816293,0.2781564103162645,1.0,0.9655172413793104,0.6787511288865957,0.6218106401822049,medium
2026-09-02,ETF,,,中证500ETF嘉实,,,10月,2026-10-28,202610,rule_fourth_wednesday,medium,56.0,40.0,3.14,3.2,2.9,3.6,2.9,3.1,3.4,3.1,2422572.540008,17423266.528696,18163.0,15795.0,,9922919.534351999,7500346.994344001,1.3229947283552157,0.5695211927114252,0.4304788072885748,0.019108280254777066,-0.07643312101910837,-0.01273885350318471,Positive Gamma,3.2,2.9,3.1,3.1,1641241.055366898,12974952.41890956,0.6898799275819496,0.23718927723206568,0.0,0.0,0.0,True,0.019108280254777066,-0.07643312101910837,-0.01273885350318471,next,0.0646275810720897,0.6876666313952559,0.0646275810720897,0.6876666313952559,0.0646275810720897,0.03231379053604485,low_expiry_influence,21.0,0.08590732189754147,-0.6230390503231662,front_month_dominant,rule_estimate,False,False,next_month,3.0380550946732203,available,medium,,18.0,17.0,0.9444444444444444,3.035,3.046466666666667,1.1609678721184024e-16,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.196,3.165,3.165,3.124,-0.00017500000000000003,483607147.832,0.3711588734234136,0.0017110747453555938,0.13904238542285055,0.13904238542285055,0.044290091255992106,0.014804825028176238,-0.0014937101588360976,0.3014881443298969,0.2158,0.32770000000000005,15930132.0,11463560.0,9月,9月,,10月,3月,front_month_default,9月 DTE=21，默认使用前月,medium,21.0,17423266.528696,2422572.540008,18163.0,15795.0,2.0,4.0,-0.11190000000000005,0.13680000000000006,0.024900000000000005,0.08085000000000006,0.0001,0.4307,0.10781352031818037,0.2334,0.1548,-0.0786,front_iv_inversion,0.2334,0.1909,-0.04250000000000001,front_iv_inversion,call_wall,3.2,0.019108280254777066,1801819.617304,0.18158160116751013,0.7777777777777778,0.5555555555555556,0.8089171974522293,0.48082707792099166,medium
2026-09-02,ETF,,,中证500ETF嘉实,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,112.0,80.0,3.14,4.1,2.85,4.1,2.8,3.1,3.1,3.1,21449356.692240003,52726348.561280005,97074.0,45664.0,,37087852.62676,15638495.934520002,2.3715741451128465,0.7034026371777952,0.29659736282220484,0.30573248407643305,-0.09235668789808915,-0.01273885350318471,Positive Gamma,4.1,2.85,3.1,4.1,6794370.594145721,16715871.400934288,0.34476108696663826,0.3700943074437984,0.0,0.0,0.0,True,0.30573248407643305,-0.09235668789808915,-0.01273885350318471,deferred,0.19557620614177765,0.6876666313952559,0.0646275810720897,0.6876666313952559,0.0646275810720897,0.09778810307088882,normal_expiry_structure,21.0,0.08590732189754147,-0.6230390503231662,front_month_dominant,rule_estimate,False,False,other_month,2.7850079611773615,available,medium,,34.0,30.0,0.8823529411764706,2.7759083333333336,2.7880000000000003,3.261430106702196e-13,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.196,3.165,3.165,3.124,-0.00017500000000000003,483607147.832,0.4141968705315894,0.2175082387320224,0.4068052743555904,0.4068052743555904,0.044991217618772374,0.008931511538840082,0.002269115274340468,0.33558920863309355,0.2065,0.3455,93590221.0,58422250.0,9月,9月,,10月,3月,front_month_default,9月 DTE=21，默认使用前月,medium,21.0,52726348.561280005,21449356.692240003,97074.0,45664.0,3.0,4.0,-0.13899999999999998,0.19069999999999998,0.051699999999999996,0.12119999999999997,0.0001,0.5864,0.1621215476765315,0.2334,0.1217,-0.1117,front_iv_inversion,0.2334,0.1909,-0.04250000000000001,front_iv_inversion,call_wall,4.1,0.30573248407643305,5354808.9035600005,0.144381745620299,1.0,1.0,0.0,0.46497178552913454,medium
