trade_date,market_type,underlying,contract_month,underlying_price,call_wall,put_wall,price_wall,gex_flip,net_gex,total_abs_gex,total_oi,total_volume,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,gex_ratio,call_gex_share,put_gex_share,market_bias_label
2026-07-29,ETF,上证50ETF华夏,12月,3.023,3.0,2.7,3.0,3.1,24786694.025555845,87200315.72302285,103363.0,61553.0,-0.007608336089976908,-0.10684750248097918,-0.007608336089976908,Positive Gamma,1.7942719346011542,0.6421250245485728,0.3578749754514272,
2026-07-29,ETF,上证50ETF华夏,3月,3.023,3.1,2.85,3.1,3.2,1851594.28034716,6509207.885472201,8431.0,3303.0,0.025471386040357258,-0.05722791928547799,0.025471386040357258,Positive Gamma,1.7950828202278284,0.6422288481890173,0.3577711518109826,
2026-07-29,ETF,上证50ETF华夏,8月,3.023,3.1,3.0,3.0,3.1,417777638.3149268,1253772186.670605,771078.0,520022.0,0.025471386040357258,-0.007608336089976908,-0.007608336089976908,Positive Gamma,1.9994745519253827,0.6666082733197076,0.3333917266802926,
2026-07-29,ETF,上证50ETF华夏,9月,3.023,3.1,3.0,3.0,3.2,102852986.04337572,440157916.9459287,490889.0,89773.0,0.025471386040357258,-0.007608336089976908,-0.007608336089976908,Positive Gamma,1.6098516601471786,0.616836460374301,0.38316353962569916,
2026-07-29,ETF,中证500ETF南方,12月,7.54,7.613,7.122,7.613,8.0,36597308.442916006,152614730.13909203,116156.0,101419.0,0.009681697612732076,-0.05543766578249343,0.009681697612732076,Positive Gamma,1.6308933246035457,0.6199009702718782,0.3800990297281216,
2026-07-29,ETF,中证500ETF南方,3月,7.54,8.0,6.5,7.75,6.75,7590668.153068001,21726511.494428,18421.0,9150.0,0.0610079575596818,-0.13793103448275867,0.027851458885941538,Positive Gamma,2.073960423833858,0.6746867681683437,0.32531323183165617,
2026-07-29,ETF,中证500ETF南方,8月,7.54,7.75,7.5,7.5,8.25,232428982.45928395,1742662278.234228,797119.0,1451202.0,0.027851458885941538,-0.0053050397877983935,-0.0053050397877983935,Positive Gamma,1.3078054008073206,0.5666879019998055,0.4333120980001946,
2026-07-29,ETF,中证500ETF南方,9月,7.54,7.5,6.631,7.5,,-123850096.87715603,674342992.411868,477347.0,120550.0,-0.0053050397877983935,-0.12055702917771882,-0.0053050397877983935,Negative Gamma,0.6896738432364198,0.40816980507635187,0.5918301949236481,
2026-07-29,ETF,中证500ETF嘉实,12月,3.055,3.0,2.9,3.0,2.95,13026107.285691502,37854850.56999101,63751.0,15010.0,-0.018003273322422353,-0.05073649754500831,-0.018003273322422353,Positive Gamma,2.0492764081159587,0.6720533444136456,0.32794665558635433,
2026-07-29,ETF,中证500ETF嘉实,3月,3.055,3.1,3.1,3.1,,3622012.7002702504,7376264.005132751,11914.0,3780.0,0.014729950900163713,0.014729950900163713,0.014729950900163713,Positive Gamma,2.9295526091069206,0.7455181035921358,0.2544818964078642,
2026-07-29,ETF,中证500ETF嘉实,8月,3.055,3.2,3.0,3.2,3.1,50363559.12221725,150962918.52072924,169771.0,227010.0,0.04746317512274967,-0.018003273322422353,0.04746317512274967,Positive Gamma,2.001269976734309,0.6668077154831294,0.33319228451687083,
2026-07-29,ETF,中证500ETF嘉实,9月,3.055,3.1,2.8,3.1,3.4,14577580.0833195,81625026.51652701,140864.0,47580.0,0.014729950900163713,-0.08346972176759426,0.014729950900163713,Positive Gamma,1.4348437072198312,0.5892960205064552,0.41070397949354476,
2026-07-29,ETF,创业板ETF易方达,12月,3.402,4.8,3.2,3.3,4.1,9702669.92050692,54887952.26543076,126888.0,155347.0,0.4109347442680775,-0.05937683715461495,-0.029982363315696703,Positive Gamma,1.4294615156519839,0.588386153245307,0.41161384675469304,
