underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date
上证50ETF华夏,12月,0.3097116972053145,0.23156308232585096,0.34119809994790257,0.34119809994790257,0.058828758287295994,0.007085727413305967,0.005629790573215559,0.21568445945945944,0.1492,0.21600000000000003,115658654.0,65571814.0,2026-08-06
上证50ETF华夏,3月,0.3355214903073459,0.17842507600251095,0.25635452829505373,0.25635452829505373,0.0690092073795746,0.00364741953975803,0.0043792337199138965,0.2277052356020942,0.1451,0.22149999999999997,13459204.0,10888794.0,2026-08-06
上证50ETF华夏,8月,0.19944381989231386,0.26539680103439167,0.30682052457243386,0.30682052457243386,0.05480955293453327,0.0523432792917013,0.003913383250403367,0.1594433962264151,0.1438,0.17559999999999998,258344490.0,108427024.0,2026-08-06
上证50ETF华夏,9月,0.2594064272986092,0.13594587647426842,0.25961218514581696,0.25961218514581696,0.04910958923627574,0.023387523113914985,0.0012255080808998922,0.17231647058823532,0.1521,0.1968,254419375.0,102398274.0,2026-08-06
中证500ETF南方,12月,0.36625675569828453,0.1117249968944392,0.3244458606709872,0.3244458606709872,0.03169839208932972,0.00692094577573484,-0.0015013188705617572,0.31917500000000004,0.2114,0.3283,651052897.0,300771176.0,2026-08-06
中证500ETF南方,3月,0.45624972163745475,0.4029750566871703,0.360922042378502,0.360922042378502,0.03018160576703587,0.0035707918909473734,0.006351182237473412,0.3395070564516129,0.1868,0.3417,209856992.0,88270336.0,2026-08-06
中证500ETF南方,8月,0.17871062790220602,0.09395259397758891,0.13548602521983677,0.13548602521983677,0.026367548105206074,0.04534081217531358,0.00016762703475282047,0.289854054054054,0.2534,0.30519999999999997,1374271163.0,548090557.0,2026-08-06
中证500ETF南方,9月,0.2948153952589829,-0.019623688894939477,0.059221573238859106,0.059221573238859106,0.037202162771156004,0.02247465092738821,-0.0017305854527526492,0.2754265934065934,0.2386,0.31980000000000003,858333807.0,429856554.0,2026-08-06
中证500ETF嘉实,12月,0.3976099945681695,0.22529600068587097,0.29136296724088245,0.29136296724088245,0.04790314943472237,0.007264091068089437,0.0024574115414613172,0.27615,0.2198,0.3296,84271599.0,56858731.0,2026-08-06
中证500ETF嘉实,3月,0.47341332479421355,0.34150783619897196,0.4015039202187316,0.4015039202187316,0.0345891673446058,0.003171175302065285,0.006723648633768048,0.3301554726368159,0.1834,0.3397,38958758.0,24059534.0,2026-08-06
中证500ETF嘉实,8月,0.17755378706097966,0.3540776256499525,0.45369926795569493,0.45369926795569493,0.025866152666705857,0.04823845773106834,0.0023096867253840875,0.2770991304347826,0.25579999999999997,0.305,106727894.0,39726353.0,2026-08-06
中证500ETF嘉实,9月,0.2622723460395018,0.06577457815729573,0.25647463720456204,0.25647463720456204,0.03683981144584979,0.022422634920154994,-0.0007680428593194742,0.3023574585635359,0.2447,0.324,107598162.0,53645747.0,2026-08-06
创业板ETF易方达,12月,0.21287746443723474,0.11237569815305613,0.256915020979446,0.256915020979446,0.027298732584069365,0.006116620008155719,-0.0017535358286476829,0.4006999999999999,0.3527,0.43799999999999994,331728038.0,206578960.0,2026-08-06
创业板ETF易方达,3月,0.30279580629056424,0.25657678555027913,0.17932621537485996,0.17932621537485996,0.027895684141221188,0.0030082126344485745,0.0006655640037876513,0.40059999999999996,0.3325,0.45380000000000004,63081837.0,49449297.0,2026-08-06
创业板ETF易方达,8月,0.09186408397928686,0.048003848881209066,0.15571385441144792,0.15571385441144792,0.022305179881071953,0.043801617655442125,-0.00021799883341637626,0.39732611940298507,0.3897,0.42619999999999997,1108964650.0,551165580.0,2026-08-06
创业板ETF易方达,9月,0.12129426732766985,0.0005864244956136922,0.00663214983082459,0.00663214983082459,0.028760077237589988,0.021612207068997562,-0.0013901440092845517,0.4204650485436893,0.3859,0.43689999999999996,652135314.0,371179814.0,2026-08-06
沪深300ETF华泰柏瑞,12月,0.30168427798373554,0.20243773645653956,0.42168168818032714,0.42168168818032714,0.0505670670619659,0.006949549192479,0.003114992701117928,0.24131187904967602,0.16879999999999998,0.2416,219090401.0,120858343.0,2026-08-06
沪深300ETF华泰柏瑞,3月,0.4197484801264184,0.30691649725243675,0.42547768843555267,0.42547768843555267,0.056508808473800236,0.003338696883138519,0.010915282412636713,0.2680176470588235,0.1439,0.2564,42958577.0,33002397.0,2026-08-06
沪深300ETF华泰柏瑞,8月,0.18082499039170344,0.14893354003715822,0.23479114245821542,0.23479114245821542,0.04060899663642565,0.04283582832104966,0.001321846667503931,0.18139085714285716,0.1686,0.2014,427399799.0,185021285.0,2026-08-06
沪深300ETF华泰柏瑞,9月,0.2596518780264364,0.03623951867528112,0.20682153617228408,0.20682153617228408,0.04347944854892919,0.02253744021648842,-0.0007466341943236968,0.19102499999999997,0.17079999999999998,0.22039999999999998,362453263.0,148744399.0,2026-08-06
沪深300ETF嘉实,12月,0.3049202305010297,0.2095271025156118,0.4647340844932871,0.4647340844932871,0.046149321798495034,0.0072332191211977835,0.0030366475263898583,0.24006278586278584,0.1711,0.2443,54270375.0,26218755.0,2026-08-06
沪深300ETF嘉实,3月,0.43922890835173106,0.2455795194958645,0.35037157698051247,0.35037157698051247,0.06701800660317984,0.003765889772891583,0.007214578142495953,0.26068411669367914,0.1459,0.26039999999999996,10237189.0,8181599.0,2026-08-06
沪深300ETF嘉实,8月,0.18489407667368962,0.25839607316827196,0.36342442924982277,0.36342442924982277,0.03955806649179684,0.04773220676678945,0.0023489574807689408,0.18388907103825136,0.1671,0.2011,68017834.0,27171172.0,2026-08-06
