underlying,contract_month,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value,trade_date,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,10月,0.3164297045262488,0.06937147027644266,0.20995213954655798,0.20995213954655798,0.06719213025601088,0.019937376522770216,0.000717629380514778,0.16654567901234568,0.1185,0.17120000000000002,107274036.0,60904954.0,2026-09-14,9月,9月,,10月,3月,front_month_default,9月 DTE=9，默认使用前月,medium,9.0,False,False,next_month
上证50ETF华夏,12月,0.39818966412216744,0.0602881398713811,0.30625633653711165,0.30625633653711165,0.050699111445066794,0.009202065997650284,-0.0010785655196363176,0.2066854251012146,0.13119999999999998,0.21350000000000002,202081372.0,96066905.0,2026-09-14,9月,9月,,10月,3月,front_month_default,9月 DTE=9，默认使用前月,medium,9.0,False,False,other_month
上证50ETF华夏,3月,0.4877540967789441,0.16614053832565642,0.3832887804159576,0.3832887804159576,0.07027042036193366,0.004462490429168475,0.003690181619434862,0.23167411764705878,0.1124,0.2254,31872415.0,24416635.0,2026-09-14,9月,9月,,10月,3月,front_month_default,9月 DTE=9，默认使用前月,medium,9.0,False,False,far_month
上证50ETF华夏,9月,0.19653641854034784,-0.0003054964432316027,0.1307191813270775,0.1307191813270775,0.03624914250607296,0.10671460846707283,-0.00021279703790993634,0.14857297297297298,0.1393,0.1685,207587476.0,58772094.0,2026-09-14,9月,9月,,10月,3月,front_month_default,9月 DTE=9，默认使用前月,medium,9.0,True,False,primary_analysis
中证500ETF南方,10月,0.0,0.0770238496847283,0.02264034703872686,0.02264034703872686,0.05267141382176061,0.036089531495452944,-0.0005478412222350834,0.0001,0.0001,0.0001,255973801.0,161733521.0,2026-09-14,9月,9月,,10月,3月,front_month_default,9月 DTE=9，默认使用前月,medium,9.0,False,False,next_month
中证500ETF南方,12月,0.4280385452284739,-0.09542751563910601,0.19135771878191102,0.19135771878191102,0.03250533618607859,0.00959041065813031,-0.004655046968633172,0.3217,0.20079999999999998,0.3385,825251394.0,390722789.0,2026-09-14,9月,9月,,10月,3月,front_month_default,9月 DTE=9，默认使用前月,medium,9.0,False,False,other_month
中证500ETF南方,3月,0.5273533878593089,0.20245299381185305,0.3700255452650152,0.3700255452650152,0.028695636733643923,0.004284104311002918,-0.0005858292703075631,0.36199634703196343,0.1702,0.3611,449811939.0,195854008.0,2026-09-14,9月,9月,,10月,3月,front_month_default,9月 DTE=9，默认使用前月,medium,9.0,False,False,far_month
中证500ETF南方,9月,0.2661583186388982,-0.28274072793305777,-0.02804873504219312,-0.02804873504219312,0.020109464923484453,0.10545690619007912,-0.0015232040212084695,0.26901282051282055,0.2346,0.3062,1040152191.0,285547368.0,2026-09-14,9月,9月,,10月,3月,front_month_default,9月 DTE=9，默认使用前月,medium,9.0,True,False,primary_analysis
中证500ETF嘉实,10月,0.3447749331964931,0.022965901983881855,0.16493770513418668,0.16493770513418668,0.03760163480896935,0.01944051841544625,-0.0009625291879913912,0.2836633136094675,0.212,0.3098,28779387.0,16442257.0,2026-09-14,9月,9月,,10月,3月,front_month_default,9月 DTE=9，默认使用前月,medium,9.0,False,False,next_month
中证500ETF嘉实,12月,0.4497717358950236,0.17493766183348378,0.4489022338267354,0.4489022338267354,0.03965746811724074,0.009897721538521835,0.0009315785220028872,0.32549844357976654,0.2018,0.3482,112769882.0,65317760.0,2026-09-14,9月,9月,,10月,3月,front_month_default,9月 DTE=9，默认使用前月,medium,9.0,False,False,other_month
中证500ETF嘉实,3月,0.530325601191743,0.061190488669751124,0.3499108467421756,0.3499108467421756,0.04981160440186174,0.004150537155495639,-0.006312979389928016,0.35242500000000004,0.174,0.36090000000000005,57054677.0,51550436.0,2026-09-14,9月,9月,,10月,3月,front_month_default,9月 DTE=9，默认使用前月,medium,9.0,False,False,far_month
