trade_date,market_type,underlying,contract_month,underlying_price,call_wall,put_wall,price_wall,gex_flip,net_gex,total_abs_gex,total_oi,total_volume,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,gex_ratio,call_gex_share,put_gex_share,market_bias_label
2026-09-02,ETF,上证50ETF华夏,10月,3.025,3.1,3.0,3.0,3.2,27120948.411768753,157560089.91064373,102739.0,48289.0,0.024793388429752206,-0.008264462809917328,-0.008264462809917328,Positive Gamma,1.4158406456853698,0.5860654129708537,0.4139345870291465,
2026-09-02,ETF,上证50ETF华夏,12月,3.025,3.0,2.7,3.0,3.0,76441934.03495,202697534.0493125,203399.0,89406.0,-0.008264462809917328,-0.10743801652892548,-0.008264462809917328,Positive Gamma,2.2109076195630797,0.6885615786927953,0.3114384213072046,
2026-09-02,ETF,上证50ETF华夏,3月,3.025,3.1,2.8,3.1,3.1,8421216.510918751,21935210.34588125,24771.0,3126.0,0.024793388429752206,-0.07438016528925628,0.024793388429752206,Positive Gamma,2.246295745545176,0.69195659348897,0.30804340651103,
2026-09-02,ETF,上证50ETF华夏,9月,3.025,3.0,3.0,3.0,3.1,391130858.35140634,1650741708.426319,930240.0,486653.0,-0.008264462809917328,-0.008264462809917328,-0.008264462809917328,Positive Gamma,1.6210344382602684,0.6184712473050306,0.3815287526949694,
2026-09-02,ETF,中证500ETF南方,10月,7.751,8.0,7.75,8.0,8.5,7388944.679809187,105265643.61860959,63875.0,54330.0,0.03212488711134043,-0.00012901561088896063,0.03212488711134043,Positive Gamma,1.1509847544905312,0.5350966584433772,0.4649033415566229,
2026-09-02,ETF,中证500ETF南方,12月,7.751,8.0,6.5,8.0,8.25,98335563.29561819,345736529.9000542,251957.0,108312.0,0.03212488711134043,-0.1613985292220359,0.03212488711134043,Positive Gamma,1.794948901334284,0.6422117057229172,0.35778829427708275,
2026-09-02,ETF,中证500ETF南方,3月,7.751,7.75,7.75,7.75,6.75,32442283.351382714,83303611.27913095,61788.0,7477.0,-0.00012901561088896063,-0.00012901561088896063,-0.00012901561088896063,Positive Gamma,2.2757151522850156,0.6947231509728684,0.30527684902713154,
2026-09-02,ETF,中证500ETF南方,9月,7.751,8.0,7.75,8.0,8.25,221415331.50554442,2699568681.814596,1096688.0,1134461.0,0.03212488711134043,-0.00012901561088896063,0.03212488711134043,Positive Gamma,1.1786938096287956,0.5410093903142914,0.45899060968570854,
2026-09-02,ETF,中证500ETF嘉实,10月,3.14,3.2,2.9,3.1,3.4,2422572.540008,17423266.528696,18163.0,15795.0,0.019108280254777066,-0.07643312101910837,-0.01273885350318471,Positive Gamma,1.3229947283552157,0.5695211927114252,0.4304788072885748,
2026-09-02,ETF,中证500ETF嘉实,12月,3.14,4.1,2.85,3.1,3.1,21449356.692240003,52726348.561280005,97074.0,45664.0,0.30573248407643305,-0.09235668789808915,-0.01273885350318471,Positive Gamma,2.3715741451128465,0.7034026371777952,0.29659736282220484,
2026-09-02,ETF,中证500ETF嘉实,3月,3.14,3.1,3.1,3.1,3.0,5019519.796504,14053869.501776,22881.0,2952.0,-0.01273885350318471,-0.01273885350318471,-0.01273885350318471,Positive Gamma,2.111207770399868,0.6785814147438072,0.321418585256193,
2026-09-02,ETF,中证500ETF嘉实,9月,3.14,3.3,3.2,3.2,3.3,26588433.209576003,185391419.62199202,227721.0,121561.0,0.05095541401273884,0.019108280254777066,0.019108280254777066,Positive Gamma,1.3348606195670032,0.5717089098939667,0.4282910901060332,
2026-09-02,ETF,创业板ETF易方达,10月,3.335,3.8,3.0,3.4,3.8,8201201.499140503,70849912.810779,89823.0,80695.0,0.13943028485757125,-0.1004497751124438,0.019490254872563728,Positive Gamma,1.2618154891756548,0.5578772871679016,0.4421227128320983,
2026-09-02,ETF,创业板ETF易方达,12月,3.335,3.5,2.95,3.5,4.2,16970227.841984253,117316894.40980527,267703.0,95684.0,0.0494752623688155,-0.11544227886056968,0.0494752623688155,Positive Gamma,1.3382320195063901,0.572326445084306,0.4276735549156938,
2026-09-02,ETF,创业板ETF易方达,3月,3.335,4.0,2.95,3.5,4.0,1883027.9499532501,13074401.379889749,28049.0,4988.0,0.199400299850075,-0.11544227886056968,0.0494752623688155,Positive Gamma,1.3365141842048123,0.5720120139821319,0.4279879860178683,
