trade_date,underlying,contract_month,underlying_price,strike,distance_to_spot,strike_side,wall_tags,call_gex,put_gex,net_gex,total_abs_gex,gex_share,call_oi,put_oi,total_oi,oi_share,call_volume,put_volume,total_volume,volume_share,avg_iv,avg_delta,avg_gamma
2026-09-17,上证50ETF华夏,10月,2.958,2.8,-0.053414469235970374,below_spot,,4709951.762446081,-28320719.879124004,-23610768.116677925,33030671.641570084,0.0487340368025197,4192.0,24614.0,28806.0,0.07855124946825336,2080.0,11165.0,13245.0,0.06697647606140901,0.08294999999999998,0.374,1.29955
2026-09-17,上证50ETF华夏,10月,2.958,2.85,-0.0365111561866126,below_spot,,12240029.897503562,-38246992.896139205,-26006962.998635642,50487022.79364277,0.07448944585730145,7643.0,24516.0,32159.0,0.0876945647312907,3755.0,12435.0,16190.0,0.08186856530269625,0.0812,0.29525,1.8066499999999999
2026-09-17,上证50ETF华夏,10月,2.958,2.9,-0.019607843137254943,below_spot,,35541747.68743512,-44515154.43030816,-8973406.742873043,80056902.11774328,0.11811736850036283,13218.0,23138.0,36356.0,0.09913938851863567,9383.0,12192.0,21575.0,0.10909909181010943,0.12735000000000002,0.23715000000000003,2.6359500000000002
2026-09-17,上证50ETF华夏,10月,2.958,2.95,-0.0027045300878972833,below_spot,put_wall,77346648.36913034,-63594894.708576,13751753.660554342,140941543.07770634,0.20794764399245383,24298.0,30590.0,54888.0,0.14967440744336216,22123.0,21330.0,43453.0,0.21973037480531565,0.13565,0.08035,3.00705
2026-09-17,上证50ETF华夏,10月,2.958,3.0,0.014198782961460488,above_spot,"call_wall,call_oi_wall,put_oi_wall,price_wall,max_gamma,gamma_flip",160540715.1082799,-62240686.38449424,98300028.72378567,222781401.49277416,0.32869561773009387,53009.0,30786.0,83795.0,0.22850107440089878,32838.0,14503.0,47341.0,0.23939096664576548,0.14145,-0.06749999999999998,2.8859500000000002
2026-09-17,上证50ETF华夏,10月,2.958,3.1,0.04800540906017581,above_spot,,92290856.17912525,-19072606.945669204,73218249.23345605,111363463.12479445,0.16430762199668675,52689.0,13002.0,65691.0,0.17913317117333305,27174.0,5491.0,32665.0,0.1651783005319687,0.16235,-0.27625,1.8392
2026-09-17,上证50ETF华夏,10月,2.958,3.2,0.08181203515889113,above_spot,,22079165.064814445,-2480134.4304271205,19599030.634387325,24559299.495241564,0.03623522459467353,27049.0,2502.0,29551.0,0.08058279431494672,11761.0,1454.0,13215.0,0.06682477396387468,0.19745000000000001,-0.36210000000000003,1.0329
2026-09-17,上证50ETF华夏,10月,2.958,3.3,0.11561866125760645,above_spot,,5089389.128202241,-738004.61942424,4351384.508778001,5827393.747626481,0.00859783974244681,11432.0,1022.0,12454.0,0.03396088526271011,2448.0,189.0,2637.0,0.013334614373268067,0.23754999999999998,-0.39630000000000004,0.66705
2026-09-17,上证50ETF华夏,12月,2.958,2.7,-0.08722109533468558,below_spot,"put_wall,put_oi_wall",3460064.3371047606,-15315805.6497,-11855741.31259524,18775869.98680476,0.08064178393018161,5313.0,23339.0,28652.0,0.11727338959880156,343.0,13506.0,13849.0,0.05602006350747325,0.1026,0.34035000000000004,0.74715
2026-09-17,上证50ETF华夏,12月,2.958,2.8,-0.053414469235970374,below_spot,,5924355.219866521,-11403500.922993602,-5479145.7031270815,17327856.142860122,0.07442260902039799,7023.0,12981.0,20004.0,0.08187689814094745,1104.0,2609.0,3713.0,0.015019315171004995,0.10275,0.24689999999999998,0.98405
2026-09-17,上证50ETF华夏,12月,2.958,2.85,-0.0365111561866126,below_spot,,2907594.1759161605,-7641599.389588801,-4734005.213672641,10549193.56550496,0.045308461804697685,3154.0,7954.0,11108.0,0.04546533616025016,553.0,1365.0,1918.0,0.007758428897922861,0.10405,0.1918,1.0758
2026-09-17,上证50ETF华夏,12月,2.958,2.9,-0.019607843137254943,below_spot,,7999568.334394561,-5859970.343965441,2139597.99042912,13859538.678360002,0.05952629221749861,3864.0,5792.0,9656.0,0.03952226197005542,1167.0,1821.0,2988.0,0.012086645227838116,0.1467,0.20840000000000003,1.7612
2026-09-17,上证50ETF华夏,12月,2.958,2.95,-0.0027045300878972833,below_spot,,11143846.601430481,-5185930.08678444,5957916.514646041,16329776.68821492,0.07013588846986073,5131.0,5061.0,10192.0,0.04171612406781326,1770.0,1674.0,3444.0,0.013931193495540319,0.15915,0.09829999999999997,1.82665
2026-09-17,上证50ETF华夏,12月,2.958,3.0,0.014198782961460488,above_spot,"call_wall,price_wall,max_gamma,gamma_flip",39717544.11970212,-10989498.402034203,28728045.717667922,50707042.521736324,0.21778518756521636,19421.0,11061.0,30482.0,0.1247636277310718,3965.0,1994.0,5959.0,0.02410452440183646,0.1702,0.0072500000000000064,1.7364
2026-09-17,上证50ETF华夏,12月,2.958,3.1,0.04800540906017581,above_spot,,24733242.09113472,-7495197.638359679,17238044.45277504,32228439.7294944,0.13842015708988478,15576.0,8478.0,24054.0,0.09845365466318487,4191.0,381.0,4572.0,0.018494023420908924,0.18964999999999999,-0.13495000000000001,1.4125999999999999
2026-09-17,上证50ETF华夏,12月,2.958,3.2,0.08181203515889113,above_spot,,22449142.79821728,-5486600.764548,16962542.03366928,27935743.56276528,0.11998315912395463,20311.0,7334.0,27645.0,0.11315171211290204,5094.0,151.0,5245.0,0.021216350140565905,0.2108,-0.231,1.0591
