trade_date,market_type,asset_class,option_product,underlying,commodity,exchange,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,underlying_price,call_wall,put_wall,call_oi_wall,put_oi_wall,max_gamma_strike,gex_flip,price_wall,net_gex,total_abs_gex,total_oi,total_volume,total_amount,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,call_wall_distance,put_wall_distance,price_wall_distance,gamma_regime,adjusted_call_wall,adjusted_put_wall,adjusted_price_wall,adjusted_max_gamma_strike,adjusted_net_gex,adjusted_total_abs_gex,avg_liquidity_score,avg_pricing_quality_score,adjusted_call_wall_shift,adjusted_put_wall_shift,adjusted_price_wall_shift,adjusted_wall_available,adjusted_call_wall_distance,adjusted_put_wall_distance,adjusted_price_wall_distance,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,expiry_pressure,expiry_structure_state,days_to_near_expiry,roll_progress,roll_shift_score,roll_state,expiry_date_quality,zero_gamma,zero_gamma_status,zero_gamma_confidence,zero_gamma_reason,zero_gamma_total_contracts,zero_gamma_valid_contracts,zero_gamma_coverage,zero_gamma_bracket_low,zero_gamma_bracket_high,zero_gamma_residual_ratio,zero_gamma_method,futures_code,futures_price,futures_volume,futures_open_interest,futures_oi_change,futures_amount,futures_pct_change,volume_wall,amount_wall,call_oi_wall_distance,put_oi_wall_distance,volume_wall_distance,amount_wall_distance,call_oi_total,put_oi_total,oi_bias,oi_wall_width,oi_wall_width_ratio,nearest_wall_type,nearest_wall,nearest_wall_distance,commodity_price_state,prev_close,open_price,high_price,low_price,pct_change,amount,iv_surface_bias,delta_bias,normalized_net_gex,assumed_dealer_gamma_ratio,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,atm_iv,call_25_delta_iv,put_25_delta_iv,option_market_value,total_time_value
2026-07-30,ETF,,,上证50ETF华夏,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,146.0,104.0,3.026,3.0,2.7,3.5,2.7,3.0,3.1,3.1,25458611.56637784,87781934.23128791,104324.0,66068.0,,56620272.89883288,31161661.33245504,1.8169850539984709,0.6450105411171476,0.35498945888285244,-0.008592200925313875,-0.10773298083278249,0.024454725710508995,Positive Gamma,3.0,2.7,3.0,3.0,12880812.293179566,49407112.773310535,0.5721326049077805,0.43036454725092765,0.0,0.0,-0.10000000000000009,True,-0.008592200925313875,-0.10773298083278249,-0.008592200925313875,deferred,0.0487116663477809,0.6996295865057144,0.24793734382018817,0.6996295865057144,0.24793734382018817,0.02435583317389045,low_expiry_influence,27.0,0.2616568137671431,-0.4516922426855262,front_month_dominant,rule_estimate,2.82450613385583,available,medium,,24.0,20.0,0.8333333333333334,2.814705,2.82615,2.6437158834943434e-17,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.023,3.006,3.039,2.987,1e-05,2328312430.0,0.3401556776556777,0.17065947149803853,0.2900210822342951,0.2900210822342951,0.055269889225630156,0.006111472497454903,0.0028342598794817934,0.22989473684210526,0.15789999999999998,0.2361,116108266.0,71284130.0
2026-07-30,ETF,,,上证50ETF华夏,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,237.0,169.0,3.026,3.1,2.85,3.5,2.85,3.1,3.2,3.1,1799798.5090548797,6706237.05841872,8818.0,2860.0,,4253017.7837368,2453219.2746819197,1.73364763094332,0.6341884050158568,0.36581159498414306,0.024454725710508995,-0.05816259087904818,0.024454725710508995,Positive Gamma,3.1,2.85,3.1,3.1,1027427.9489102691,4097446.8336030804,0.6344227575869464,0.28071417342098404,0.0,0.0,0.0,True,0.024454725710508995,-0.05816259087904818,0.024454725710508995,far,0.0037214033263165596,0.6996295865057144,0.24793734382018817,0.6996295865057144,0.24793734382018817,0.0018607016631582798,low_expiry_influence,27.0,0.2616568137671431,-0.4516922426855262,front_month_dominant,rule_estimate,2.8160505637471855,available,medium,,20.0,17.0,0.85,2.805813333333333,2.8168416666666665,1.9478812191541827e-17,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.023,3.006,3.039,2.987,1e-05,2328312430.0,0.37081114938928916,0.14073158959746518,0.26837681003171376,0.26837681003171376,0.06819332874790417,0.003220500893848122,0.0018415910587780257,0.239475,0.1492,0.23800000000000002,10962260.0,9442320.0
2026-07-30,ETF,,,上证50ETF华夏,,,8月,2026-08-26,202608,rule_fourth_wednesday,medium,27.0,19.0,3.026,3.1,3.0,3.1,3.0,3.1,3.1,3.0,406330660.032757,1260782949.0051017,780928.0,654261.0,,833556804.5189294,427226144.4861723,1.9510903423793353,0.6611421935684478,0.3388578064315522,0.024454725710508995,-0.008592200925313875,-0.008592200925313875,Positive Gamma,3.1,3.0,3.1,3.1,229949767.15076244,907734901.9263852,0.6484970001114937,0.36134358860860005,0.0,0.0,0.10000000000000009,True,0.024454725710508995,-0.008592200925313875,0.024454725710508995,near,0.6996295865057144,0.6996295865057144,0.24793734382018817,0.6996295865057144,0.24793734382018817,0.6996295865057144,front_month_concentrated,27.0,0.2616568137671431,-0.4516922426855262,front_month_dominant,rule_estimate,2.884719137663821,available,medium,,22.0,19.0,0.8636363636363636,2.8827766666666665,2.894013333333333,1.52248613059208e-12,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.023,3.006,3.039,2.987,1e-05,2328312430.0,0.1683551953361059,0.257796268454313,0.3222843871368955,0.3222843871368955,0.051152833613070915,0.03356368943787418,0.0038805554740548205,0.19779609375,0.19140000000000001,0.22469999999999998,365811289.0,204648509.0
2026-07-30,ETF,,,上证50ETF华夏,,,9月,2026-09-23,202609,rule_fourth_wednesday,medium,55.0,39.0,3.026,3.1,3.0,3.6,2.65,3.1,3.2,3.0,105742127.79708275,446800966.59627956,498437.0,118132.0,,276271547.1966812,170529419.39959845,1.620081439140417,0.6183324743035183,0.3816675256964818,0.024454725710508995,-0.008592200925313875,-0.008592200925313875,Positive Gamma,3.1,3.0,3.1,3.1,51796899.73615966,238279495.45269126,0.5290709600459783,0.3654173953462997,0.0,0.0,0.10000000000000009,True,0.024454725710508995,-0.008592200925313875,0.024454725710508995,next,0.24793734382018817,0.6996295865057144,0.24793734382018817,0.6996295865057144,0.24793734382018817,0.12396867191009409,normal_expiry_structure,27.0,0.2616568137671431,-0.4516922426855262,front_month_dominant,rule_estimate,2.9232700530705937,available,medium,,28.0,23.0,0.8214285714285714,2.9197666666666664,2.9314199999999997,7.93367649644603e-15,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.023,3.006,3.039,2.987,1e-05,2328312430.0,0.31695801965037634,0.11152426929442126,0.23666494860703646,0.23666494860703646,0.048499487505598585,0.018696654319519432,0.0005238161243027023,0.2044434782608696,0.1753,0.2401,295670547.0,149664531.0
2026-07-30,ETF,,,中证500ETF南方,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,146.0,104.0,7.336,7.5,7.122,9.823,6.876,7.613,8.0,7.613,32752453.259594887,143751500.79717058,121384.0,106569.0,,88251977.02838275,55499523.76878784,1.59013935679957,0.6139203871888883,0.38607961281111175,0.02235550708833145,-0.02917121046892046,0.03775899672846239,Positive Gamma,9.823,7.0,7.613,9.823,5728060.166058455,52667333.18789281,0.3986152881144642,0.4279210412761164,2.3230000000000004,-0.12199999999999989,0.0,True,0.33901308615049075,-0.04580152671755733,0.03775899672846239,deferred,0.06051859065101107,0.658446186629944,0.27166232276937236,0.658446186629944,0.27166232276937236,0.030259295325505534,low_expiry_influence,27.0,0.29207594600421144,-0.3867838638605717,front_month_dominant,rule_estimate,6.515117554453773,available,medium,,52.0,48.0,0.9230769230769231,6.50187,6.52824,9.111392958923726e-14,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,7.54,7.49,7.557,7.22,-0.000271,6639437982.0,-0.6855391702680212,-0.19491067535424228,0.22784077437777636,0.22784077437777636,0.025271933088956363,0.005670876675577241,-0.007787695672311346,0.3479013458950202,0.2386,0.0001,683015262.0,302611236.0
2026-07-30,ETF,,,中证500ETF南方,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,237.0,169.0,7.336,8.75,6.5,6.75,6.5,6.5,6.75,7.5,7226037.14126784,22263711.366924163,20139.0,6091.0,,14744874.254096003,7518837.112828162,1.9610578115782342,0.6622828517262204,0.3377171482737797,0.19274809160305328,-0.1139585605234461,0.02235550708833145,Positive Gamma,7.75,6.5,7.5,7.75,2727971.7679208396,8799008.65624447,0.3933119884481694,0.3782974214741436,-1.0,0.0,0.0,True,0.05643402399127595,-0.1139585605234461,0.02235550708833145,far,0.009372899949672494,0.658446186629944,0.27166232276937236,0.658446186629944,0.27166232276937236,0.004686449974836247,low_expiry_influence,27.0,0.29207594600421144,-0.3867838638605717,front_month_dominant,rule_estimate,6.650402318832378,available,medium,,20.0,18.0,0.9,6.63501,6.662946666666667,1.545961946003578e-16,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,7.54,7.49,7.557,7.22,-0.000271,6639437982.0,0.5577230855868998,0.23654424725105558,0.3245657034524406,0.3245657034524406,0.0307733314372397,0.004358700126901385,-0.00012682166853120245,0.29136323060573865,0.20420000000000002,0.3667,137208414.0,67786494.0
2026-07-30,ETF,,,中证500ETF南方,,,8月,2026-08-26,202608,rule_fourth_wednesday,medium,27.0,19.0,7.336,7.75,7.5,7.75,7.5,7.5,8.25,7.5,178844042.39356476,1564025640.782945,861480.0,1616111.0,,871434841.5882548,692590799.1946901,1.25822468707571,0.5571742680331111,0.44282573196688896,0.05643402399127595,0.02235550708833145,0.02235550708833145,Positive Gamma,7.5,7.5,7.5,7.5,160179474.58530205,1225051116.3885083,0.6207278819295206,0.49064283045993634,-0.25,0.0,0.0,True,0.02235550708833145,0.02235550708833145,0.02235550708833145,near,0.658446186629944,0.658446186629944,0.27166232276937236,0.658446186629944,0.27166232276937236,0.658446186629944,front_month_concentrated,27.0,0.29207594600421144,-0.3867838638605717,front_month_dominant,rule_estimate,7.1298032206696815,available,medium,,50.0,48.0,0.96,7.109933333333334,7.13787,1.422162900111549e-13,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,7.54,7.49,7.557,7.22,-0.000271,6639437982.0,0.25241433702213206,-0.23053814781132365,0.1143485360662221,0.1143485360662221,0.021489785343701325,0.032135705724823584,-0.0024084443723922794,0.38626965944272446,0.3502,0.44770000000000004,2192380717.0,1014576505.0
2026-07-30,ETF,,,中证500ETF南方,,,9月,2026-09-23,202609,rule_fourth_wednesday,medium,55.0,39.0,7.336,7.5,6.631,9.823,6.385,6.631,,7.5,-171031664.2505184,645287112.4071724,486845.0,139647.0,,237127724.0783271,408159388.32884544,0.5809684423754532,0.36747630553746574,0.6325236944625344,0.02235550708833145,-0.0961014176663032,0.02235550708833145,Negative Gamma,7.5,6.385,7.5,6.385,-74715505.030601,313801557.50328565,0.5253374016012361,0.5146148422993306,0.0,-0.24600000000000044,0.0,True,0.02235550708833145,-0.1296346782988005,0.02235550708833145,next,0.27166232276937236,0.658446186629944,0.27166232276937236,0.658446186629944,0.27166232276937236,0.13583116138468618,normal_expiry_structure,27.0,0.29207594600421144,-0.3867838638605717,front_month_dominant,rule_estimate,7.896863819127555,available,medium,,56.0,54.0,0.9642857142857143,7.886075833333335,7.914491666666668,1.7733312997870978e-15,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,7.54,7.49,7.557,7.22,-0.000271,6639437982.0,-0.9065051248180818,-0.44637655263084436,-0.2650473889250687,-0.2650473889250687,0.02841349378964778,0.016817356065431468,-0.006629775896634477,0.3516803063457331,0.3189,0.0001,1330927491.0,734463191.0
2026-07-30,ETF,,,中证500ETF嘉实,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,146.0,104.0,2.971,3.0,2.9,3.0,2.9,3.0,2.85,2.9,10533125.062666712,35395699.05264955,63267.0,11806.0,,22964412.05765813,12431286.99499142,1.8473076896149625,0.6487910303311024,0.3512089696688975,0.009761023224503562,-0.023897677549646668,-0.023897677549646668,Positive Gamma,3.0,2.9,2.9,2.9,2258832.236432613,12477054.258341547,0.38903234404112763,0.4212766107594514,0.0,0.0,0.0,True,0.009761023224503562,-0.023897677549646668,-0.023897677549646668,deferred,0.14020058859718412,0.5336170212664789,0.29333461308842296,0.5336170212664789,0.29333461308842296,0.07010029429859206,normal_expiry_structure,27.0,0.35471797974890135,-0.24028240817805596,distributed_expiry,rule_estimate,2.5138850483750517,available,medium,,32.0,32.0,1.0,2.5034016666666665,2.5140175,1.756411910379626e-16,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.055,3.039,3.063,2.928,-0.000275,889048143.516,0.39617240533246095,-0.0038574438221006613,0.29758206066220505,0.29758206066220505,0.03194271933619941,0.005192657119101953,-0.0049036003130418625,0.305675,0.24109999999999998,0.36219999999999997,122126797.0,74392164.0
2026-07-30,ETF,,,中证500ETF嘉实,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,237.0,169.0,2.971,3.1,3.1,3.1,3.1,3.1,,3.1,3557833.477843849,8292904.063883849,14409.0,5368.0,,5925368.770863851,2367535.2930199997,2.502758369994781,0.7145107100260845,0.28548928997391565,0.04341972399865357,0.04341972399865357,0.04341972399865357,Positive Gamma,2.8,2.8,3.1,2.8,1048397.0467385442,3474667.9763095654,0.45592958925253146,0.36745568680378965,-0.30000000000000027,-0.30000000000000027,0.0,True,-0.057556378323796786,-0.057556378323796786,0.04341972399865357,far,0.032847777047914084,0.5336170212664789,0.29333461308842296,0.5336170212664789,0.29333461308842296,0.016423888523957042,low_expiry_influence,27.0,0.35471797974890135,-0.24028240817805596,distributed_expiry,rule_estimate,2.430603738103671,available,medium,,20.0,20.0,1.0,2.429090833333333,2.4397066666666665,3.0994758891309896e-13,bs_spot_repricing_constant_iv,,,,,,,,,,,,,,,,,,,,,,,3.055,3.039,3.063,2.928,-0.000275,889048143.516,0.38643625741452803,0.1470014894737533,0.42902142005216853,0.42902142005216853,0.03219825953433828,0.002866479644905659,-0.0015834639777802526,0.35038120104438636,0.2115,0.3469,39413590.0,25640510.0
