trade_date,market_type,underlying,contract_month,underlying_price,gamma_regime,price_wall,call_wall,put_wall,price_wall_distance,front_month_concentration,expiry_structure_state,primary_month,expiring_month,primary_selection_reason,primary_selection_confidence,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role,put_skew,risk_reversal_25d,iv_surface_state,primary_iv_surface_state,wall_lifecycle_state,iv_surface_bias,delta_bias,normalized_net_gex,vega_risk_ratio,theta_burn_rate,rho_risk_ratio,market_structure_state,state_confidence
2026-09-24,ETF,上证50ETF华夏,10月,2.959,Positive Gamma,3.0,3.0,3.0,0.013856032443392952,0.774324002797055,front_month_concentrated,10月,,front_month_default,medium,True,False,primary_analysis,0.03499999999999999,-0.01949999999999999,put_skew_elevated,put_skew_elevated,new_wall,0.14332965821389188,0.06823255693858324,0.20479534697179436,0.06498484575597427,0.025849932342088315,0.0003934343488724829,wall_compression,1.0
2026-09-24,ETF,上证50ETF华夏,11月,2.959,Positive Gamma,3.0,3.0,2.85,0.013856032443392952,0.774324002797055,low_expiry_influence,10月,,front_month_default,medium,False,False,next_month,0.05950000000000001,-0.0436,put_skew_elevated,put_skew_elevated,new_wall,0.29911206216275776,-0.061233327837518094,0.11331014009255479,0.07456800127143146,0.013401875964448154,-0.003454400051575096,mixed_or_unclear_structure,1.0
2026-09-24,ETF,上证50ETF华夏,12月,2.959,Positive Gamma,3.0,3.0,2.7,0.013856032443392952,0.774324002797055,normal_expiry_structure,10月,,front_month_default,medium,False,False,other_month,0.08409999999999998,-0.06029999999999999,front_iv_inversion,put_skew_elevated,new_wall,0.31799766422828996,0.019154239657520396,0.19526585584740896,0.05325547373274837,0.011745074168921501,-0.001964436053171817,mixed_or_unclear_structure,1.0
2026-09-24,ETF,上证50ETF华夏,3月,2.959,Positive Gamma,3.0,3.1,2.8,0.013856032443392952,0.774324002797055,low_expiry_influence,10月,,front_month_default,medium,False,False,far_month,0.11120000000000002,-0.07750000000000004,put_skew_elevated,put_skew_elevated,new_wall,0.37173352694530476,0.12896146408622283,0.2541052745657655,0.07128541248963009,0.004759432650190905,0.0016888773621819208,mixed_or_unclear_structure,1.0
2026-09-24,ETF,中证500ETF南方,10月,7.65,Positive Gamma,7.75,7.75,7.75,0.013071895424836555,0.7203491795136129,front_month_concentrated,10月,,front_month_default,medium,True,False,primary_analysis,0.06949999999999998,-0.06299999999999997,put_skew_elevated,put_skew_elevated,new_wall,0.2530084192710947,-0.07341732824677749,0.16214941757559484,0.0409296740028448,0.025628727059489622,-0.0019517206371953578,wall_compression,1.0
2026-09-24,ETF,中证500ETF南方,11月,7.65,Positive Gamma,7.75,8.0,7.75,0.013071895424836555,0.7203491795136129,low_expiry_influence,10月,,front_month_default,medium,False,False,next_month,0.1018,-0.0824,put_skew_elevated,put_skew_elevated,new_wall,0.30399734371253073,-0.01935232040420054,0.17663852879272812,0.0505501877097536,0.012863439540091571,-0.0021100385136949653,mixed_or_unclear_structure,1.0
2026-09-24,ETF,中证500ETF南方,12月,7.65,Positive Gamma,7.75,7.75,6.5,0.013071895424836555,0.7203491795136129,normal_expiry_structure,10月,,front_month_default,medium,False,False,other_month,0.1363,-0.10310000000000002,front_iv_inversion,put_skew_elevated,new_wall,0.35496673340782636,-0.0029288879888405626,0.2273151746427657,0.03719748320812373,0.01148981611986102,-0.002658718981828554,mixed_or_unclear_structure,1.0
2026-09-24,ETF,中证500ETF南方,3月,7.65,Positive Gamma,7.75,7.75,7.75,0.013071895424836555,0.7203491795136129,low_expiry_influence,10月,,front_month_default,medium,False,False,far_month,0.18170000000000003,-0.14780000000000004,put_skew_elevated,put_skew_elevated,new_wall,0.5553639718922186,0.2230079866568919,0.2945142422305058,0.029145736159402448,0.004635085043729749,0.000764950882820608,mixed_or_unclear_structure,1.0
2026-09-24,ETF,中证500ETF嘉实,10月,3.103,Positive Gamma,3.2,3.3,3.2,0.031260070899129966,0.5334686073131757,near_month_pressure,10月,,front_month_default,medium,True,False,primary_analysis,0.06159999999999999,-0.04619999999999999,put_skew_elevated,put_skew_elevated,new_wall,0.20279504579319507,0.0453299143007678,0.26041090422075647,0.04301604529895432,0.0264617322799703,-1.5823847930667596e-05,mixed_or_unclear_structure,1.0
2026-09-24,ETF,中证500ETF嘉实,11月,3.103,Positive Gamma,3.0,3.3,2.9,-0.033193683532065754,0.5334686073131757,low_expiry_influence,10月,,front_month_default,medium,False,False,next_month,0.10119999999999998,-0.07849999999999999,put_skew_elevated,put_skew_elevated,new_wall,0.3228731260877758,0.17215247432149475,0.23490553549650023,0.04637683776171161,0.012745157613135171,0.0019711574220295336,mixed_or_unclear_structure,1.0
