trade_date,market_type,source_file,exchange,commodity,underlying,name,code,expiry,contract_month,strike,option_type,last_price,bid_price,ask_price,bid_volume,ask_volume,last_volume,volume,open_interest,amount,prev_settle,settle_price,prev_close,open_price,high_price,low_price,outer_volume,inner_volume,parse_error
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购220000,lc2609-C-220000,,2609,220000.0,call,150.0,110.0,180.0,17.0,3.0,,4.0,479.0,480.0,20.0,20.0,160.0,110.0,150.0,110.0,0.0,4.0,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购222000,lc2609-C-222000,,2609,222000.0,call,110.0,100.0,200.0,1.0,2.0,,1.0,90.0,110.0,20.0,10.0,120.0,110.0,110.0,110.0,0.0,1.0,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购224000,lc2609-C-224000,,2609,224000.0,call,,90.0,19660.0,11.0,1.0,,,89.0,,10.0,10.0,120.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购226000,lc2609-C-226000,,2609,226000.0,call,150.0,60.0,150.0,2.0,4.0,,6.0,527.0,610.0,10.0,10.0,110.0,90.0,150.0,90.0,2.0,4.0,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购228000,lc2609-C-228000,,2609,228000.0,call,,70.0,210.0,2.0,2.0,,,127.0,,10.0,10.0,10.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购230000,lc2609-C-230000,,2609,230000.0,call,120.0,70.0,110.0,6.0,9.0,,1.0,212.0,120.0,10.0,10.0,110.0,120.0,120.0,120.0,1.0,0.0,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购232000,lc2609-C-232000,,2609,232000.0,call,,40.0,230.0,1.0,1.0,,,121.0,,10.0,10.0,120.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购234000,lc2609-C-234000,,2609,234000.0,call,110.0,40.0,170.0,5.0,3.0,,5.0,192.0,400.0,10.0,10.0,100.0,70.0,110.0,40.0,2.0,3.0,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购236000,lc2609-C-236000,,2609,236000.0,call,80.0,50.0,80.0,1.0,8.0,,36.0,1485.0,1880.0,10.0,10.0,110.0,70.0,80.0,70.0,21.0,15.0,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购238000,lc2609-C-238000,,2609,238000.0,call,,10.0,110.0,5.0,1.0,,,227.0,,10.0,10.0,10.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购240000,lc2609-C-240000,,2609,240000.0,call,110.0,60.0,110.0,1.0,3.0,,4.0,225.0,360.0,10.0,10.0,100.0,70.0,110.0,70.0,2.0,2.0,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购242000,lc2609-C-242000,,2609,242000.0,call,60.0,60.0,180.0,5.0,1.0,,4.0,576.0,260.0,10.0,10.0,100.0,70.0,120.0,60.0,1.0,3.0,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购244000,lc2609-C-244000,,2609,244000.0,call,,60.0,100.0,1.0,2.0,,,429.0,,10.0,10.0,10.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购246000,lc2609-C-246000,,2609,246000.0,call,70.0,70.0,90.0,432.0,17.0,,1117.0,12287.0,93130.0,10.0,10.0,80.0,70.0,110.0,70.0,726.0,391.0,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购62000,lc2609-C-62000,,2609,62000.0,call,,88520.0,,1.0,,,,11.0,,90140.0,89540.0,90140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购63000,lc2609-C-63000,,2609,63000.0,call,,,,,,,,4.0,,89140.0,88540.0,89140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购64000,lc2609-C-64000,,2609,64000.0,call,,,,,,,,,,88140.0,87540.0,88140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购65000,lc2609-C-65000,,2609,65000.0,call,,,,,,,,,,87140.0,86540.0,87140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购66000,lc2609-C-66000,,2609,66000.0,call,,,,,,,,,,86140.0,85540.0,86140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购67000,lc2609-C-67000,,2609,67000.0,call,,,,,,,,,,85140.0,84540.0,85140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购68000,lc2609-C-68000,,2609,68000.0,call,,,,,,,,,,84140.0,83540.0,84140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购69000,lc2609-C-69000,,2609,69000.0,call,,,,,,,,,,83140.0,82540.0,83140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购70000,lc2609-C-70000,,2609,70000.0,call,,,,,,,,,,82140.0,81540.0,82140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购71000,lc2609-C-71000,,2609,71000.0,call,,,,,,,,2.0,,81140.0,80540.0,81140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购72000,lc2609-C-72000,,2609,72000.0,call,,,,,,,,2.0,,80140.0,79540.0,80140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购73000,lc2609-C-73000,,2609,73000.0,call,,,,,,,,4.0,,79140.0,78540.0,79140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购74000,lc2609-C-74000,,2609,74000.0,call,,,,,,,,2.0,,78140.0,77540.0,78140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购75000,lc2609-C-75000,,2609,75000.0,call,,,,,,,,1.0,,77140.0,76540.0,77140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购76000,lc2609-C-76000,,2609,76000.0,call,,,,,,,,1.0,,76140.0,75540.0,76140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购77000,lc2609-C-77000,,2609,77000.0,call,,,,,,,,2.0,,75140.0,74540.0,75140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购78000,lc2609-C-78000,,2609,78000.0,call,,,,,,,,2.0,,74140.0,73540.0,74140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购79000,lc2609-C-79000,,2609,79000.0,call,,,,,,,,2.0,,73140.0,72540.0,73140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购80000,lc2609-C-80000,,2609,80000.0,call,,,,,,,,2.0,,72140.0,71540.0,72140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购81000,lc2609-C-81000,,2609,81000.0,call,,,,,,,,1.0,,71140.0,70540.0,71140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购82000,lc2609-C-82000,,2609,82000.0,call,,,,,,,,2.0,,70140.0,69540.0,70140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购83000,lc2609-C-83000,,2609,83000.0,call,,,,,,,,,,69140.0,68540.0,69140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购84000,lc2609-C-84000,,2609,84000.0,call,,,,,,,,,,68140.0,67540.0,68140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购85000,lc2609-C-85000,,2609,85000.0,call,,65860.0,,13.0,,,,63.0,,67140.0,66540.0,67000.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购86000,lc2609-C-86000,,2609,86000.0,call,,,,,,,,,,66140.0,65540.0,66140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购87000,lc2609-C-87000,,2609,87000.0,call,,,,,,,,1.0,,65140.0,64540.0,65140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购88000,lc2609-C-88000,,2609,88000.0,call,,,,,,,,2.0,,64140.0,63540.0,64140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购89000,lc2609-C-89000,,2609,89000.0,call,,,,,,,,5.0,,63140.0,62540.0,63140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购90000,lc2609-C-90000,,2609,90000.0,call,,,,,,,,4.0,,62140.0,61540.0,62140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购91000,lc2609-C-91000,,2609,91000.0,call,,,,,,,,4.0,,61140.0,60540.0,61140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购92000,lc2609-C-92000,,2609,92000.0,call,,,,,,,,5.0,,60140.0,59540.0,60140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购93000,lc2609-C-93000,,2609,93000.0,call,,,,,,,,5.0,,59140.0,58540.0,59140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购94000,lc2609-C-94000,,2609,94000.0,call,,,,,,,,3.0,,58140.0,57540.0,58140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购95000,lc2609-C-95000,,2609,95000.0,call,,,,,,,,1.0,,57140.0,56540.0,57140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购96000,lc2609-C-96000,,2609,96000.0,call,,,,,,,,5.0,,56140.0,55540.0,56140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购97000,lc2609-C-97000,,2609,97000.0,call,,,,,,,,1.0,,55140.0,54540.0,55140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购98000,lc2609-C-98000,,2609,98000.0,call,,,,,,,,1.0,,54140.0,53540.0,54140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609购99000,lc2609-C-99000,,2609,99000.0,call,,,,,,,,,,53140.0,52540.0,53140.0,,,,,,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609沽100000,lc2609-P-100000,,2609,100000.0,put,100.0,100.0,110.0,91.0,37.0,,1306.0,7123.0,150200.0,10.0,10.0,120.0,140.0,180.0,100.0,472.0,834.0,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609沽102000,lc2609-P-102000,,2609,102000.0,put,180.0,100.0,220.0,1.0,1.0,,2.0,171.0,360.0,10.0,10.0,130.0,180.0,180.0,180.0,1.0,1.0,
2026-07-13,COMMODITY,广商期权.xls,GFEX,lc,lc,碳酸锂2609沽104000,lc2609-P-104000,,2609,104000.0,put,170.0,110.0,220.0,1.0,1.0,,66.0,137.0,10530.0,10.0,10.0,210.0,200.0,200.0,140.0,54.0,12.0,
