market_type,underlying,commodity,exchange,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,underlying_price,call_wall,put_wall,call_oi_wall,put_oi_wall,max_gamma_strike,net_gamma_strike,gex_flip,price_wall,net_gex,total_abs_gex,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,total_oi,total_volume,total_amount,gamma_regime,adjusted_call_wall,adjusted_put_wall,adjusted_price_wall,adjusted_max_gamma_strike,adjusted_net_gex,adjusted_total_abs_gex,avg_liquidity_score,avg_pricing_quality_score,adjusted_call_wall_shift,adjusted_put_wall_shift,adjusted_price_wall_shift,adjusted_wall_available,zero_gamma,zero_gamma_status,zero_gamma_confidence,zero_gamma_reason,zero_gamma_total_contracts,zero_gamma_valid_contracts,zero_gamma_coverage,zero_gamma_bracket_low,zero_gamma_bracket_high,zero_gamma_residual_ratio,zero_gamma_method,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,expiry_structure_state,roll_state,expiry_date_quality,asset_class,option_product,futures_code,futures_price,futures_volume,futures_open_interest,futures_oi_change,futures_amount,futures_pct_change,volume_wall,amount_wall,price_wall_distance,call_oi_wall_distance,put_oi_wall_distance,volume_wall_distance,amount_wall_distance,call_oi_total,put_oi_total,oi_bias,oi_wall_width,oi_wall_width_ratio,nearest_wall_type,nearest_wall,nearest_wall_distance,commodity_price_state
ETF,上证50ETF华夏,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,126.0,90.0,2.999,3.0,2.7,3.5,2.7,3.0,3.0,3.0,3.0,50840324.875772834,147110211.8668816,98975268.37132722,48134943.495554395,2.056204104206922,0.672796722370904,0.327203277629096,157171.0,119768.0,,Positive Gamma,3.0,2.7,3.0,3.0,18744069.917132504,66870004.03087136,0.44732429400106377,0.4270212577905263,0.0,0.0,0.0,True,2.857261284243052,available,medium,,24.0,19.0,0.7916666666666666,2.8569450000000005,2.8681875000000003,4.0196656568172174e-16,bs_spot_repricing_constant_iv,147110211.8668816,50840324.875772834,157171.0,119768.0,3.0,4.0,deferred,0.052312061254220506,0.5561671607042926,0.38588622345015106,0.5561671607042926,0.38588622345015106,7.0,0.4096224587065307,-0.17028093725414156,0.026156030627110253,low_expiry_influence,expiry_week_concentrated,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,上证50ETF华夏,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,217.0,155.0,2.999,3.1,2.8,3.1,2.8,3.1,3.1,3.1,3.1,4707110.61652114,15845304.119803663,10276207.3681624,5569096.75164126,1.845219759404236,0.6485332998638419,0.35146670013615783,18731.0,6321.0,,Positive Gamma,3.1,2.8,3.1,2.8,1274803.7053573232,5860590.824832091,0.3555306055651494,0.33078962071749396,0.0,0.0,0.0,True,2.833275517355355,available,medium,,20.0,17.0,0.85,2.825330833333333,2.8361566666666667,3.9472771407194565e-16,bs_spot_repricing_constant_iv,15845304.119803661,4707110.616521141,18731.0,6321.0,4.0,4.0,far,0.005634554591335811,0.5561671607042926,0.38588622345015106,0.5561671607042926,0.38588622345015106,7.0,0.4096224587065307,-0.17028093725414156,0.0028172772956679055,low_expiry_influence,expiry_week_concentrated,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,上证50ETF华夏,,,8月,2026-08-26,202608,rule_fourth_wednesday,medium,7.0,5.0,2.999,3.0,3.0,3.1,3.0,3.0,3.0,3.0,3.0,440430052.6096333,1564034505.2931643,1002232278.9513988,561802226.3417655,1.7839592510651658,0.6407993401421406,0.35920065985785954,709621.0,628351.0,,Positive Gamma,3.0,3.0,3.0,3.0,238690239.2127559,980797798.2246138,0.5058411934749649,0.6545321585192713,0.0,0.0,0.0,True,2.947118970143869,available,medium,,22.0,18.0,0.8181818181818182,2.9452333333333334,2.9562675,1.5221175006165193e-12,bs_spot_repricing_constant_iv,1564034505.2931643,440430052.60963327,709621.0,628351.0,1.0,4.0,near,0.5561671607042926,0.5561671607042926,0.38588622345015106,0.5561671607042926,0.38588622345015106,7.0,0.4096224587065307,-0.17028093725414156,0.5561671607042926,near_month_pressure,expiry_week_concentrated,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,上证50ETF华夏,,,9月,2026-09-23,202609,rule_fourth_wednesday,medium,35.0,25.0,2.999,3.0,2.9,3.6,2.9,3.0,2.9,3.1,3.0,136887968.50471923,1085176204.6306775,611032086.5676984,474144118.06297916,1.2887054026188232,0.5630717702436661,0.436928229756334,776749.0,445767.0,,Positive Gamma,3.0,2.9,3.0,3.0,71088038.75895363,729063092.6555508,0.5046891861246474,0.3277074488140835,0.0,0.0,0.0,True,2.966424812133656,available,medium,,28.0,22.0,0.7857142857142857,2.9608208333333335,2.972271666666667,8.447940331933681e-16,bs_spot_repricing_constant_iv,1085176204.6306777,136887968.50471923,776749.0,445767.0,2.0,4.0,next,0.38588622345015106,0.5561671607042926,0.38588622345015106,0.5561671607042926,0.38588622345015106,7.0,0.4096224587065307,-0.17028093725414156,0.19294311172507553,normal_expiry_structure,expiry_week_concentrated,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,中证500ETF南方,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,126.0,90.0,7.804,8.25,7.25,9.823,6.25,8.0,8.25,8.25,8.0,70396036.25309584,253155560.45089358,161775798.35199475,91379762.09889889,1.7703679090005437,0.6390371124531375,0.3609628875468626,172473.0,145300.0,,Positive Gamma,8.0,6.25,8.0,8.0,25028750.235814676,96445783.38594855,0.4043402255266478,0.41888177786076447,-0.25,-1.0,0.0,True,7.073411842913071,available,medium,,54.0,44.0,0.8148148148148148,7.06932,7.0992,1.748795367491412e-14,bs_spot_repricing_constant_iv,253155560.4508936,70396036.25309585,172473.0,145300.0,3.0,4.0,deferred,0.06079251255025373,0.6253706300997542,0.2986442579538946,0.6253706300997542,0.2986442579538946,7.0,0.3232028637362769,-0.32672637214585964,0.030396256275126866,low_expiry_influence,expiry_week_concentrated,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,中证500ETF南方,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,217.0,155.0,7.804,8.0,8.75,8.75,6.25,8.0,8.0,7.5,8.0,23924455.64160992,63265867.02014689,43595161.3308784,19670705.68926848,2.2162479587431427,0.6890786988977106,0.3109213011022892,46955.0,12736.0,,Positive Gamma,8.0,8.75,8.0,8.0,8434919.858827097,22162876.000297602,0.37934883849909984,0.3333958022030106,0.0,0.0,0.0,True,7.019536577954529,available,medium,,26.0,21.0,0.8076923076923077,7.014928888888889,7.045277777777779,2.100572354675534e-15,bs_spot_repricing_constant_iv,63265867.020146884,23924455.641609922,46955.0,12736.0,4.0,4.0,far,0.015192599396097472,0.6253706300997542,0.2986442579538946,0.6253706300997542,0.2986442579538946,7.0,0.3232028637362769,-0.32672637214585964,0.007596299698048736,low_expiry_influence,expiry_week_concentrated,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,中证500ETF南方,,,8月,2026-08-26,202608,rule_fourth_wednesday,medium,7.0,5.0,7.804,8.0,7.75,8.0,7.75,8.0,8.0,8.25,8.0,165173542.9225864,2604203144.615232,1384688343.7689097,1219514800.846323,1.1354420157983807,0.5317128760220032,0.4682871239779971,725164.0,1704910.0,,Positive Gamma,8.0,7.75,8.0,8.0,9211109.069323892,2117303431.724426,0.5664993820992037,0.5792302579575825,0.0,0.0,0.0,True,7.743916590079616,available,medium,,52.0,44.0,0.8461538461538461,7.743302222222223,7.7736511111111115,8.948897595856194e-15,bs_spot_repricing_constant_iv,2604203144.6152325,165173542.92258644,725164.0,1704910.0,1.0,4.0,near,0.6253706300997542,0.6253706300997542,0.2986442579538946,0.6253706300997542,0.2986442579538946,7.0,0.3232028637362769,-0.32672637214585964,0.6253706300997542,near_month_pressure,expiry_week_concentrated,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,中证500ETF南方,,,9月,2026-09-23,202609,rule_fourth_wednesday,medium,35.0,25.0,7.804,8.0,8.0,8.0,6.385,8.0,8.25,8.75,8.0,60418277.11620125,1243631021.7522647,652024649.4342331,591606372.3180315,1.1021258051691882,0.5242910783260587,0.4757089216739412,656648.0,416878.0,,Positive Gamma,8.0,8.0,8.0,8.0,86381459.0691408,884374749.5955096,0.5940793418930074,0.38048775179892147,0.0,0.0,0.0,True,7.719393929054559,available,medium,,58.0,46.0,0.7931034482758621,7.712953333333334,7.743302222222223,2.4420573756250594e-16,bs_spot_repricing_constant_iv,1243631021.7522647,60418277.11620124,656648.0,416878.0,2.0,4.0,next,0.2986442579538946,0.6253706300997542,0.2986442579538946,0.6253706300997542,0.2986442579538946,7.0,0.3232028637362769,-0.32672637214585964,0.1493221289769473,normal_expiry_structure,expiry_week_concentrated,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,中证500ETF嘉实,,,12月,2026-12-23,202612,rule_fourth_wednesday,medium,126.0,90.0,3.164,3.1,2.85,4.1,2.85,3.0,3.1,3.1,3.1,13465794.56018272,42878160.1925936,28171977.376388162,14706182.816205442,1.915655321878912,0.6570239312939166,0.34297606870608366,72262.0,35701.0,,Positive Gamma,4.1,2.85,3.1,3.0,4360979.71647498,13180241.903773163,0.36078334223951164,0.41758708713520293,0.9999999999999996,0.0,0.0,True,2.8685921807711785,available,medium,,34.0,29.0,0.8529411764705882,2.8601583333333336,2.8724300000000005,6.1219878480750235e-15,bs_spot_repricing_constant_iv,42878160.192593604,13465794.56018272,72262.0,35701.0,3.0,4.0,deferred,0.11345275394734826,0.542340805527728,0.3118171895763906,0.542340805527728,0.3118171895763906,7.0,0.365057976818892,-0.2305236159513374,0.05672637697367413,normal_expiry_structure,expiry_week_concentrated,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
ETF,中证500ETF嘉实,,,3月,2027-03-24,202703,rule_fourth_wednesday,medium,217.0,155.0,3.164,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,4078678.3909233604,12241143.933216799,8159911.162070082,4081232.77114672,1.9993741155267064,0.666597109435815,0.3334028905641852,20655.0,4151.0,,Positive Gamma,3.1,3.1,3.1,3.1,1080215.6903760512,3766771.994399075,0.37144930907189644,0.40393364090825884,0.0,0.0,0.0,True,2.869416670013958,available,medium,,26.0,20.0,0.7692307692307693,2.8601583333333336,2.8724300000000005,2.190821460636067e-16,bs_spot_repricing_constant_iv,12241143.9332168,4078678.3909233604,20655.0,4151.0,4.0,4.0,far,0.03238925094853319,0.542340805527728,0.3118171895763906,0.542340805527728,0.3118171895763906,7.0,0.365057976818892,-0.2305236159513374,0.016194625474266595,low_expiry_influence,expiry_week_concentrated,rule_estimate,,,,,,,,,,,,,,,,,,,,,,,,,
