trade_date,underlying,contract_month,underlying_price,call_gex_total,put_gex_abs_total,gex_ratio,call_gex_share,put_gex_share,net_gex,total_abs_gex,gamma_regime
2026-08-20,上证50ETF华夏,12月,2.988,97166355.19384032,51756662.007887036,1.8773690463081536,0.6524602913612826,0.34753970863871747,45409693.185953274,148923017.20172736,Positive Gamma
2026-08-20,上证50ETF华夏,3月,2.988,10259590.347234719,5839681.768656479,1.7568749040917544,0.6372704475941945,0.36272955240580546,4419908.57857824,16099272.1158912,Positive Gamma
2026-08-20,上证50ETF华夏,8月,2.988,904170052.6954546,628790180.4189692,1.4379519287228644,0.5898196399123193,0.4101803600876806,275379872.27648544,1532960233.1144238,Positive Gamma
2026-08-20,上证50ETF华夏,9月,2.988,593681209.00397,520398657.88992286,1.1408200232705985,0.5328892718070394,0.4671107281929605,73282551.11404698,1114079866.893893,Positive Gamma
2026-08-20,中证500ETF南方,12月,7.863,172062086.60266837,96804821.50035165,1.7774123637224344,0.639952636107752,0.360047363892248,75257265.10231668,268866908.10302,Positive Gamma
2026-08-20,中证500ETF南方,3月,7.863,44596476.9584046,20365535.535065375,2.1898013377364123,0.6865008525234261,0.3134991474765738,24230941.423339237,64962012.49346998,Positive Gamma
2026-08-20,中证500ETF南方,8月,7.863,1546182520.1102536,1282417691.76747,1.2056777834835188,0.5466246214709302,0.45337537852906973,263764828.34278357,2828600211.8777237,Positive Gamma
2026-08-20,中证500ETF南方,9月,7.863,757055884.3948451,607856135.6742551,1.2454524022449696,0.5546554453791962,0.44534455462080386,149199748.72059,1364912020.0691001,Positive Gamma
2026-08-20,中证500ETF嘉实,12月,3.19,27670604.044292,14738523.703178,1.8774339005422582,0.6524681245287518,0.3475318754712482,12932080.341114001,42409127.74747,Positive Gamma
2026-08-20,中证500ETF嘉实,3月,3.19,8353241.571025999,4166839.5181930005,2.0046948135522342,0.6671874975489532,0.33281250245104654,4186402.052833,12520081.089219002,Positive Gamma
2026-08-20,中证500ETF嘉实,8月,3.19,117659554.53186,94594095.086722,1.2438361445710964,0.5543346592310343,0.4456653407689658,23065459.445138,212253649.61858198,Positive Gamma
2026-08-20,中证500ETF嘉实,9月,3.19,80093840.491082,42451118.50827101,1.8867309815518012,0.653587394741426,0.346412605258574,37642721.982811,122544958.999353,Positive Gamma
2026-08-20,创业板ETF易方达,12月,3.512,64177083.55510464,35514991.5873696,1.8070420598924852,0.6437531114021493,0.3562468885978509,28662091.967735037,99692075.14247422,Positive Gamma
2026-08-20,创业板ETF易方达,3月,3.512,7369081.202547201,4915353.730304,1.4991965190858085,0.5998714017232251,0.4001285982767751,2453727.4722432005,12284434.932851199,Positive Gamma
2026-08-20,创业板ETF易方达,8月,3.512,679641065.7307706,636231594.2988129,1.0682290408413293,0.5164945563315307,0.48350544366846965,43409471.43195775,1315872660.029583,Positive Gamma
2026-08-20,创业板ETF易方达,9月,3.512,300197458.93762106,282429675.41943806,1.0629104696303457,0.515247988353469,0.4847520116465308,17767783.51818306,582627134.3570592,Positive Gamma
2026-08-20,沪深300ETF华泰柏瑞,12月,4.653,133666707.12387499,60294791.91432805,2.2168864487300985,0.6891404107861002,0.31085958921390006,73371915.2095469,193961499.038203,Positive Gamma
