underlying,contract_month,strike,underlying_price,call_gex,put_gex,net_gex,total_abs_gex,call_oi,put_oi,total_oi,call_volume,put_volume,total_volume,avg_iv,avg_delta,avg_gamma,liquidity_adjusted_call_gex,liquidity_adjusted_put_gex,liquidity_adjusted_net_gex,liquidity_adjusted_abs_gex,active_gex,stable_gex,avg_spread_bps,avg_liquidity_score,avg_pricing_quality_score,avg_volume_oi_ratio,avg_oi_change_rate,price_wall_score,in_price_range
上证50ETF华夏,12月,2.7,3.054,489768.85722744,-5753486.465233918,-5263717.608006478,6243255.322461358,1011.0,11872.0,12883.0,107.0,8562.0,8669.0,0.0010925000000000002,0.35724999999999996,0.5195,139044.14923517185,-3513122.3972027604,-3374078.2479675887,3652166.546437932,-4097537.4851690386,-1166180.1228374396,55.6396474410728,0.6608939877480438,0.6560627236727865,0.41351426425225485,0.03223659803787571,0.6775206594024828,False
上证50ETF华夏,12月,2.75,3.054,304446.2074588799,-2383637.2048447197,-2079190.99738584,2688083.4123035995,554.0,4301.0,4855.0,38.0,543.0,581.0,0.001088,0.32655,0.5916999999999999,68290.12586962407,-760616.5470165947,-692326.4211469706,828906.6728862188,-280050.9125076,-1799140.0848782398,169.16741943430992,0.4703010845455481,0.6120785691502484,0.09742088356582342,0.02359356896782945,0.4190447713268192,False
上证50ETF华夏,12月,2.8,3.054,980774.4635164799,-5078930.509754639,-4098156.0462381593,6059704.973271119,1602.0,8169.0,9771.0,174.0,1714.0,1888.0,0.001088,0.29209999999999997,0.6615,160049.09338370117,-1983830.380467696,-1823781.287083995,2143879.473851397,-959122.9607140799,-3139033.0855240794,129.73489514405782,0.46656511762012776,0.5942063026032494,0.15921591767176818,0.015147516900531805,0.5956394242081668,False
上证50ETF华夏,12月,2.85,3.054,672523.5272137199,-3061163.22345504,-2388639.69624132,3733686.7506687595,1003.0,4488.0,5491.0,193.0,921.0,1114.0,0.001095,0.25395,0.7251,76478.55314258492,-1619505.3255290084,-1543026.7723864235,1695983.8786715933,-498784.4407713599,-1889855.25546996,61.46437284161906,0.5803558288362851,0.5437140761933288,0.19881831777395087,-0.0133476726106142,0.4833968816730622,False
上证50ETF华夏,12月,2.9,3.054,1414582.3843588799,-1290511.2708071999,124071.11355168,2705093.6551660798,1958.0,1755.0,3713.0,197.0,742.0,939.0,0.0011,0.21359999999999998,0.7815,74135.43078334157,-740221.528956255,-666086.0981729134,814356.9597395965,-403292.67668855994,527363.7902402399,95.45587364856193,0.59498294636138,0.505089712936693,0.2617024465339072,-0.02770559210526316,0.41833039209962514,False
上证50ETF华夏,12月,2.95,3.054,1823319.8348007598,-1350960.1326331198,472359.70216764,3174279.9674338796,1347.0,1754.0,3101.0,68.0,268.0,336.0,0.0015364999999999999,0.25839999999999996,1.13855,0.0,-773680.6551376806,-773680.6551376806,773680.6551376806,-114372.24014159999,586731.9423092399,98.51089182381884,0.5618465202246494,0.4912280701754386,0.10163808420926101,-0.01338392939892286,0.3847654133915034,True
上证50ETF华夏,12月,3.0,3.054,12905470.768377237,-2275255.64284992,10630215.125527317,15180726.411227157,8287.0,2874.0,11161.0,1125.0,528.0,1653.0,0.0016545,0.17325000000000002,1.25925,0.0,-1310458.1497662498,-1310458.1497662498,1310458.1497662498,1333978.5234027596,9296236.602124559,65.08493821913777,0.6118262237899015,0.4824840764331211,0.15973543591302924,-0.004745549263210023,0.6856795797883727,True
上证50ETF华夏,12月,3.1,3.054,9370822.457069999,-2239089.77990664,7131732.677163359,11609912.236976638,6145.0,2822.0,8967.0,1576.0,445.0,2021.0,0.001813,0.03664999999999999,1.24285,0.0,-1156168.523105339,-1156168.523105339,1156168.523105339,2050241.2760826,5081491.401080759,64.26970601019337,0.5814158863069072,0.44231835829173605,0.20707912778765472,0.027835027555838436,0.6608327273949604,True
上证50ETF华夏,12月,3.2,3.054,12099053.019680638,-2172291.8998212,9926761.119859438,14271344.919501837,9074.0,2930.0,12004.0,3754.0,451.0,4205.0,0.0019625000000000003,-0.07255,1.11225,0.0,-742160.1038769931,-742160.1038769931,742160.1038769931,4671123.3259146,5255637.793944838,117.1513719042236,0.5364724520123184,0.4055086449537596,0.2838172071725765,0.09415350054877519,0.7256472041030431,True
上证50ETF华夏,12月,3.3,3.054,6061835.7072313195,-1693127.6528166,4368708.054414719,7754963.36004792,5613.0,2535.0,8148.0,1166.0,197.0,1363.0,0.002131,-0.15530000000000002,0.9369999999999999,0.0,-713676.92717373,-713676.92717373,713676.92717373,1127661.17225652,3241046.8821581993,60.368624385105214,0.5487939169229187,0.38283878862037324,0.14272204107750708,0.039817087323025566,0.5941610186133652,False
