underlying,contract_month,expiry,expiry_month,expiry_source,expiry_confidence,days_to_expiry,business_days_to_expiry_estimate,month_total_abs_gex,month_net_gex,month_total_oi,month_total_volume,month_rank,month_count,expiry_role,expiry_gex_share,near_gex_ratio,next_gex_ratio,front_month_concentration,next_month_concentration,days_to_near_expiry,roll_progress,roll_shift_score,expiry_pressure,underlying_price,call_wall,put_wall,price_wall,gamma_regime,price_wall_distance,expiry_structure_state,roll_state,expiry_date_quality,front_month,primary_month,expiring_month,next_month,far_month,primary_selection_reason,primary_selection_note,primary_selection_confidence,primary_selection_dte,is_primary_analysis_month,is_expiring_microstructure,analysis_month_role
上证50ETF华夏,9月,2026-09-23,202609,rule_fourth_wednesday,medium,19.0,13.0,1465112287.6295986,380082092.4139455,850166.0,540882.0,1,4,near,0.7908917469810578,0.7908917469810578,0.08876007844805185,0.7908917469810578,0.08876007844805185,19.0,0.10090364833239915,-0.7021316685330059,0.7908917469810578,3.037,3.1,3.0,3.0,Positive Gamma,-0.012183075403358501,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
上证50ETF华夏,10月,2026-10-28,202610,rule_fourth_wednesday,medium,54.0,38.0,164426398.53254467,30849531.421466,107555.0,63668.0,2,4,next,0.08876007844805185,0.7908917469810578,0.08876007844805185,0.7908917469810578,0.08876007844805185,19.0,0.10090364833239915,-0.7021316685330059,0.044380039224025926,3.037,3.1,3.0,3.0,Positive Gamma,-0.012183075403358501,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
上证50ETF华夏,12月,2026-12-23,202612,rule_fourth_wednesday,medium,110.0,78.0,200144738.36990604,73611456.74442843,197601.0,102899.0,3,4,deferred,0.10804142666398851,0.7908917469810578,0.08876007844805185,0.7908917469810578,0.08876007844805185,19.0,0.10090364833239915,-0.7021316685330059,0.054020713331994256,3.037,3.0,2.7,3.0,Positive Gamma,-0.012183075403358501,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
上证50ETF华夏,3月,2027-03-24,202703,rule_fourth_wednesday,medium,201.0,143.0,22798022.16673477,9266275.46695217,25511.0,5297.0,4,4,far,0.012306747906901849,0.7908917469810578,0.08876007844805185,0.7908917469810578,0.08876007844805185,19.0,0.10090364833239915,-0.7021316685330059,0.006153373953450924,3.037,3.1,2.8,3.1,Positive Gamma,0.02074415541652952,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
中证500ETF南方,9月,2026-09-23,202609,rule_fourth_wednesday,medium,19.0,13.0,2559096855.1879873,233857748.98387405,1033370.0,1319032.0,1,4,near,0.826019773160938,0.826019773160938,0.04021277010037652,0.826019773160938,0.04021277010037652,19.0,0.046422603737534276,-0.7858070030605615,0.826019773160938,7.673,7.75,7.75,7.75,Positive Gamma,0.010035188322689903,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
中证500ETF南方,10月,2026-10-28,202610,rule_fourth_wednesday,medium,54.0,38.0,124583426.26408397,-771714.9068533056,76441.0,72804.0,2,4,next,0.04021277010037652,0.826019773160938,0.04021277010037652,0.826019773160938,0.04021277010037652,19.0,0.046422603737534276,-0.7858070030605615,0.02010638505018826,7.673,8.0,6.75,8.0,Negative Gamma,0.042616968591163706,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
中证500ETF南方,12月,2026-12-23,202612,rule_fourth_wednesday,medium,110.0,78.0,332736586.72006017,81917226.79722732,247371.0,77231.0,3,4,deferred,0.10739999907688488,0.826019773160938,0.04021277010037652,0.826019773160938,0.04021277010037652,19.0,0.046422603737534276,-0.7858070030605615,0.05369999953844244,7.673,8.0,6.5,8.0,Positive Gamma,0.042616968591163706,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
中证500ETF南方,3月,2027-03-24,202703,rule_fourth_wednesday,medium,201.0,143.0,81689180.05848944,30092267.339092974,62552.0,3962.0,4,4,far,0.026367457661800656,0.826019773160938,0.04021277010037652,0.826019773160938,0.04021277010037652,19.0,0.046422603737534276,-0.7858070030605615,0.013183728830900328,7.673,7.75,7.75,8.0,Positive Gamma,0.042616968591163706,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
中证500ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,19.0,13.0,190695488.60105795,29091021.409557126,229548.0,114259.0,1,4,near,0.6802320083343758,0.6802320083343758,0.06931785256722786,0.6802320083343758,0.06931785256722786,19.0,0.09247930815949745,-0.6109141557671479,0.6802320083343758,3.112,3.2,3.2,3.2,Positive Gamma,0.028277634961439535,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
中证500ETF嘉实,10月,2026-10-28,202610,rule_fourth_wednesday,medium,54.0,38.0,19432490.09474112,2613438.7943084803,20168.0,9845.0,2,4,next,0.06931785256722786,0.6802320083343758,0.06931785256722786,0.6802320083343758,0.06931785256722786,19.0,0.09247930815949745,-0.6109141557671479,0.03465892628361393,3.112,3.2,2.9,3.1,Positive Gamma,-0.003856041131105381,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
中证500ETF嘉实,12月,2026-12-23,202612,rule_fourth_wednesday,medium,110.0,78.0,55636255.310072325,22801252.623878404,98484.0,20509.0,3,4,deferred,0.1984607080293803,0.6802320083343758,0.06931785256722786,0.6802320083343758,0.06931785256722786,19.0,0.09247930815949745,-0.6109141557671479,0.09923035401469014,3.112,3.1,2.85,3.1,Positive Gamma,-0.003856041131105381,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
中证500ETF嘉实,3月,2027-03-24,202703,rule_fourth_wednesday,medium,201.0,143.0,14574659.5842688,5070710.24910848,23584.0,1343.0,4,4,far,0.05198943106901598,0.6802320083343758,0.06931785256722786,0.6802320083343758,0.06931785256722786,19.0,0.09247930815949745,-0.6109141557671479,0.02599471553450799,3.112,3.1,3.1,3.1,Positive Gamma,-0.003856041131105381,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
创业板ETF易方达,9月,2026-09-23,202609,rule_fourth_wednesday,medium,19.0,13.0,1114559829.5265033,14184629.01428423,1341776.0,1300483.0,1,4,near,0.8373250819789081,0.8373250819789081,0.06479295894451405,0.8373250819789081,0.06479295894451405,19.0,0.07182314952729574,-0.772532123034394,0.8373250819789081,3.305,3.5,3.3,3.4,Positive Gamma,0.02874432677760952,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
创业板ETF易方达,10月,2026-10-28,202610,rule_fourth_wednesday,medium,54.0,38.0,86245630.07839575,6145094.956714751,110257.0,74120.0,2,4,next,0.06479295894451405,0.8373250819789081,0.06479295894451405,0.8373250819789081,0.06479295894451405,19.0,0.07182314952729574,-0.772532123034394,0.032396479472257024,3.305,3.8,3.0,3.4,Positive Gamma,0.02874432677760952,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
创业板ETF易方达,12月,2026-12-23,202612,rule_fourth_wednesday,medium,110.0,78.0,117242927.94369276,14427650.809838757,267208.0,75516.0,3,4,deferred,0.08808001298019627,0.8373250819789081,0.06479295894451405,0.8373250819789081,0.06479295894451405,19.0,0.07182314952729574,-0.772532123034394,0.044040006490098135,3.305,3.5,2.95,3.3,Positive Gamma,-0.001512859304084846,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
创业板ETF易方达,3月,2027-03-24,202703,rule_fourth_wednesday,medium,201.0,143.0,13047328.457415251,1760894.4156652503,28370.0,4269.0,4,4,far,0.009801946096381523,0.8373250819789081,0.06479295894451405,0.8373250819789081,0.06479295894451405,19.0,0.07182314952729574,-0.772532123034394,0.004900973048190762,3.305,4.0,2.95,3.2,Positive Gamma,-0.0317700453857791,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
沪深300ETF华泰柏瑞,9月,2026-09-23,202609,rule_fourth_wednesday,medium,19.0,13.0,1948966509.1861043,304289322.81247234,798011.0,499791.0,1,4,near,0.8001269773897869,0.8001269773897869,0.07595556387869987,0.8001269773897869,0.07595556387869987,19.0,0.0866990954627668,-0.724171413511087,0.8001269773897869,4.616,4.7,4.6,4.7,Positive Gamma,0.018197573656845822,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
沪深300ETF华泰柏瑞,10月,2026-10-28,202610,rule_fourth_wednesday,medium,54.0,38.0,185014196.9576608,58997639.40401343,91348.0,58644.0,2,4,next,0.07595556387869987,0.8001269773897869,0.07595556387869987,0.8001269773897869,0.07595556387869987,19.0,0.0866990954627668,-0.724171413511087,0.03797778193934993,4.616,4.7,4.4,4.7,Positive Gamma,0.018197573656845822,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
沪深300ETF华泰柏瑞,12月,2026-12-23,202612,rule_fourth_wednesday,medium,110.0,78.0,257250978.89845565,84761811.48197311,202744.0,124172.0,3,4,deferred,0.10561158809370304,0.8001269773897869,0.07595556387869987,0.8001269773897869,0.07595556387869987,19.0,0.0866990954627668,-0.724171413511087,0.05280579404685152,4.616,5.0,4.2,4.8,Positive Gamma,0.03986135181975747,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
沪深300ETF华泰柏瑞,3月,2027-03-24,202703,rule_fourth_wednesday,medium,201.0,143.0,44589833.617377274,19185442.1954688,35081.0,2949.0,4,4,far,0.01830587063781032,0.8001269773897869,0.07595556387869987,0.8001269773897869,0.07595556387869987,19.0,0.0866990954627668,-0.724171413511087,0.00915293531890516,4.616,4.7,4.2,4.7,Positive Gamma,0.018197573656845822,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
沪深300ETF嘉实,9月,2026-09-23,202609,rule_fourth_wednesday,medium,19.0,13.0,253127261.14502403,85292606.90621601,142255.0,48001.0,1,4,near,0.7694019411439289,0.7694019411439289,0.06852130893740498,0.7694019411439289,0.06852130893740498,19.0,0.08177516130594764,-0.700880632206524,0.7694019411439289,4.82,4.9,4.8,4.9,Positive Gamma,0.016597510373443924,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
沪深300ETF嘉实,10月,2026-10-28,202610,rule_fourth_wednesday,medium,54.0,38.0,22542978.297676,2085387.3857720003,12563.0,5601.0,2,4,next,0.06852130893740498,0.7694019411439289,0.06852130893740498,0.7694019411439289,0.06852130893740498,19.0,0.08177516130594764,-0.700880632206524,0.03426065446870249,4.82,5.0,4.6,5.0,Positive Gamma,0.03734439834024883,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,next_month
沪深300ETF嘉实,12月,2026-12-23,202612,rule_fourth_wednesday,medium,110.0,78.0,40844575.307672,17228062.88692,38582.0,11856.0,3,4,deferred,0.12415057700528513,0.7694019411439289,0.06852130893740498,0.7694019411439289,0.06852130893740498,19.0,0.08177516130594764,-0.700880632206524,0.062075288502642566,4.82,5.25,4.4,5.0,Positive Gamma,0.03734439834024883,normal_expiry_structure,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,other_month
沪深300ETF嘉实,3月,2027-03-24,202703,rule_fourth_wednesday,medium,201.0,143.0,12477416.239688002,5418049.842456001,11602.0,1120.0,4,4,far,0.037926172913381004,0.7694019411439289,0.06852130893740498,0.7694019411439289,0.06852130893740498,19.0,0.08177516130594764,-0.700880632206524,0.018963086456690502,4.82,5.5,4.4,4.6,Positive Gamma,-0.045643153526971125,low_expiry_influence,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,False,False,far_month
深证100ETF易方达,9月,2026-09-23,202609,rule_fourth_wednesday,medium,19.0,13.0,50715550.31841001,10700673.142137999,57401.0,38700.0,1,4,near,0.8029035863705656,0.8029035863705656,0.07527706196474541,0.8029035863705656,0.07527706196474541,19.0,0.0857193358877145,-0.7276265244058202,0.8029035863705656,3.49,3.7,3.4,3.5,Positive Gamma,0.002865329512893977,front_month_concentrated,front_month_dominant,rule_estimate,9月,9月,,10月,3月,front_month_default,9月 DTE=19，默认使用前月,medium,19.0,True,False,primary_analysis
